code,short_name,academic_year,available_from,panel_total_assets,panel_total_liabilities,panel_current_assets_total,panel_current_liabilities_total,panel_cash,panel_prepaid_receipts,panel_accumulated_surplus,panel_current_surplus,panel_equity_total,panel_收入合計_決算,panel_支出合計_決算,panel_total_staff,panel_educators,panel_approved_capacity,panel_actual_enrolment,pretax_surplus,cf_receivables,cf_prepaid_receipts,cash_open,cash_close,pay_educators,pay_support,pay_overtime,pay_insurance,pay_pension,pay_welfare,pay_health_check,pay_severance,tuition_gross,tuition_deduction,tuition_net,operating_cost,tuition_net_surplus,development_fee_fn,interest_income,approved_capacity_fn,operating_months,approved_total_fn,bt_人事費_budget,bt_人事費_actual,bt_業務費_budget,bt_業務費_actual,bt_材料費_budget,bt_材料費_actual,bt_維護費_budget,bt_維護費_actual,bt_修繕購置費_budget,bt_修繕購置費_actual,bt_雜支_budget,bt_雜支_actual,bt_行政管理費_budget,bt_行政管理費_actual,n_sections,tuition_per_child_month,cost_per_child_month,tuition_cost_ratio,personnel_detail_total,educator_pay_share,overtime_share,pension_share,cash_change,exec_人事費,exec_業務費,exec_材料費,exec_維護費,exec_修繕購置費,exec_雜支,exec_行政管理費,cf_payables
N16,中平,111,112/7/31,14928099.0,12968983.0,7388506.0,5429390.0,6801994.0,3855322.0,1947323.0,11793.0,1959116.0,15544378.0,15532585.0,13.0,10.0,120.0,120.0,11793.0,-226332.0,192697.0,6804927.0,6801994.0,5541184.0,1289251.0,732732.0,928710.0,393672.0,13000.0,1000.0,54676.0,12648031.0,-84739.0,12563292.0,-11213403.0,1349889.0,-1396000.0,57904.0,120.0,12.0,1440.0,9691500.0,8646665.0,799400.0,435252.0,1808400.0,1696640.0,143000.0,44892.0,168000.0,118013.0,47964.0,11161.0,260780.0,260780.0,4,8724.508333333333,-7787.085416666666,-1.1203817431693126,8954225.0,0.6188345725062749,0.08183086755135145,0.043964943923120094,-2933.0,0.892190579373678,0.5444733550162622,0.9381995133819951,0.31393006993006994,0.7024583333333333,0.23269535484947043,1.0,-138068.0
N16,中平,112,113/7/31,16508965.0,14922975.0,7328115.0,5742125.0,7273546.0,4074703.0,1959116.0,-373126.0,1585990.0,15116666.0,15489792.0,13.0,10.0,120.0,120.0,-373126.0,583422.0,219381.0,6801994.0,7273546.0,5671326.0,1310932.0,749112.0,949630.0,402540.0,13000.0,13000.0,55908.0,12652426.0,-99149.0,12553277.0,-11711009.0,842268.0,-1330000.0,114606.0,120.0,12.0,1440.0,9917182.0,8916311.0,799400.0,430887.0,1808400.0,1726133.0,143000.0,47491.0,168000.0,327458.0,47964.0,1949.0,260780.0,260780.0,4,8717.553472222222,-8132.645138888889,-1.0719210445487661,9165448.0,0.6187723720651734,0.08173217501206706,0.043919293415881036,471552.0,0.8990770765324263,0.539013009757318,0.9545084052200841,0.3321048951048951,1.949154761904762,0.04063464264865316,1.0,2775.0
N16,中平,113,114/7/31,18939217.0,16301808.0,8267019.0,5629610.0,8226585.0,3412140.0,1585990.0,1051419.0,2637409.0,18029885.0,16978466.0,13.0,10.0,112.0,112.0,,-37344.0,-662563.0,7273546.0,8226585.0,5801451.0,1332612.0,765648.0,970553.0,411408.0,13000.0,1000.0,57140.0,14032434.0,-57571.0,13974863.0,-11612408.0,2362455.0,-1465000.0,153964.0,112.0,12.0,1344.0,10119004.0,8896657.0,799400.0,429039.0,1956640.0,1744947.0,143000.0,56656.0,156800.0,208025.0,47964.0,1480.0,275604.0,275604.0,4,10397.963541666666,-8640.184523809525,-1.2034423006838892,9352812.0,0.6202894915454304,0.08186286648336351,0.04398762639514191,953039.0,0.8792028345872775,0.5367012759569677,0.8918078951672255,0.3961958041958042,1.3266900510204083,0.030856475690100908,1.0,-133957.0
N17,中正,110,111/7/31,9051665.0,7946020.0,5309533.0,4208688.0,4985223.0,3335171.0,493616.0,612029.0,1105645.0,8865015.0,8227854.0,8.0,6.0,60.0,60.0,637161.0,,1198802.0,3396754.0,4985223.0,3066795.0,844804.0,330048.0,440800.0,215640.0,8000.0,8000.0,28975.0,6531154.0,-45811.0,6485343.0,-5485099.0,1000244.0,-577600.0,16106.0,60.0,12.0,720.0,4999062.0,4094563.0,548000.0,273219.0,934200.0,875562.0,93000.0,40402.0,84000.0,86728.0,32880.0,24666.0,88932.0,88932.0,4,9007.420833333334,-7618.1930555555555,-1.1823565992154381,4943062.0,0.620424141958972,0.06676994947666041,0.04362478156252137,1588469.0,0.8190662568297813,0.49857481751824817,0.9372318561335903,0.4344301075268817,1.0324761904761905,0.7501824817518248,1.0,48135.0
N17,中正,111,112/7/31,11995442.0,9709713.0,7524917.0,5243988.0,7166401.0,3293734.0,1105645.0,1180084.0,2285729.0,16955554.0,15775470.0,18.0,11.0,136.0,136.0,1180084.0,-9510.0,2181178.0,4985223.0,7166401.0,,2557238.0,949320.0,1203224.0,510036.0,18000.0,1000.0,70838.0,15201816.0,-275455.0,14926361.0,-13321020.0,1605341.0,-509500.0,45858.0,136.0,12.0,1556.0,12579209.0,10636839.0,883400.0,442738.0,2049520.0,1677112.0,143000.0,68584.0,190400.0,167282.0,53004.0,35173.0,293292.0,293292.0,4,9146.054534313726,-8162.389705882353,-1.12051186770983,5309656.0,,0.1787912437265239,0.09605820038058963,2181178.0,0.8455888601580592,0.5011750056599502,0.8182950154182442,0.4796083916083916,0.8785819327731093,0.6635914270621085,1.0,880054.0
N17,中正,112,113/7/31,14697505.0,12805442.0,7558315.0,5671052.0,7496447.0,3758766.0,2285729.0,-393666.0,1892063.0,18218002.0,18611668.0,17.0,12.0,136.0,131.0,-393666.0,1040.0,,7166401.0,7496447.0,6455053.0,2600601.0,970704.0,1230511.0,521604.0,18000.0,18000.0,72445.0,15798728.0,-217113.0,15581615.0,-13483222.0,2098393.0,-2594685.0,84318.0,136.0,12.0,1632.0,12874950.0,10661543.0,883400.0,420646.0,2049520.0,1812187.0,143000.0,117340.0,190400.0,155784.0,53004.0,22430.0,293292.0,293292.0,4,9547.558210784313,-8261.778186274509,-1.1556299377107342,11886918.0,0.5430384057499177,0.08166153749861822,0.043880507966825376,330046.0,0.828084225569808,0.47616708172968075,0.8842006908934775,0.8205594405594405,0.8181932773109244,0.4231756093879707,1.0,136645.0
N17,中正,113,114/7/31,16974791.0,14765196.0,7375083.0,5170288.0,7357228.0,3145383.0,1892063.0,317532.0,2209595.0,18611616.0,18294084.0,18.0,12.0,120.0,112.0,317532.0,2760.0,,7496447.0,7357228.0,6773181.0,2643963.0,992304.0,1257792.0,533172.0,18000.0,1000.0,74051.0,16276000.0,-111572.0,16164428.0,-13516594.0,2647834.0,-2565534.0,157355.0,120.0,12.0,1440.0,13136880.0,10895768.0,809400.0,448710.0,2096400.0,1623097.0,143000.0,108593.0,168000.0,137352.0,48564.0,12494.0,290580.0,290580.0,4,11225.297222222223,-9386.523611111112,-1.1958950605455783,12293463.0,0.5509579359371725,0.08071802062608396,0.043370366836423556,-139219.0,0.8294030241579431,0.5543736100815418,0.7742305857660752,0.7593916083916084,0.8175714285714286,0.2572687587513384,1.0,-13905.0
N18,福營,110,111/7/31,8737903.0,6152060.0,6256465.0,3673721.0,5998034.0,2439000.0,1748332.0,837511.0,2585843.0,11813846.0,10976335.0,11.0,7.0,90.0,89.0,837511.0,-234124.0,834390.0,6780657.0,5998034.0,3708450.0,1163201.0,522060.0,584750.0,287424.0,11000.0,11000.0,38959.0,9103583.0,-64430.0,9039153.0,-8188300.0,850853.0,-80773.0,15701.0,90.0,12.0,1080.0,6907621.0,6042382.0,674700.0,389940.0,1401300.0,1385503.0,118000.0,108363.0,126000.0,125222.0,40482.0,12330.0,124560.0,124560.0,4,8369.586111111112,-7581.759259259259,-1.1039108239805577,6326844.0,0.5861453198466724,0.08251507386621197,0.04542928512225052,-782623.0,0.8747413907045566,0.577945753668297,0.9887268964532934,0.9183305084745763,0.9938253968253968,0.3045798132503335,1.0,246968.0
N18,福營,111,112/7/31,10181764.0,7478898.0,6702551.0,4004685.0,6298300.0,2612000.0,2585843.0,117023.0,2702866.0,14980499.0,14859531.0,13.0,10.0,120.0,120.0,120968.0,-126842.0,173000.0,5998034.0,6298300.0,5483350.0,1310945.0,726180.0,920524.0,390192.0,13000.0,1000.0,54194.0,12621451.0,-103180.0,12518271.0,-11677121.0,841150.0,-890000.0,50243.0,120.0,12.0,1440.0,9607730.0,8845271.0,799400.0,435559.0,1808400.0,1819194.0,143000.0,135536.0,168000.0,167134.0,47964.0,13647.0,260780.0,260780.0,4,8693.24375,-8109.111805555555,-1.0720340227698248,8899385.0,0.6161493181832228,0.08159889700243332,0.04384482747965168,300266.0,0.920641087957301,0.5448573930447835,1.0059688122096881,0.9478041958041958,0.9948452380952381,0.2845258944208156,1.0,-246968.0
N18,福營,112,113/7/31,10917011.0,8540388.0,6814822.0,4443199.0,6649792.0,2924649.0,2702866.0,-326243.0,2376623.0,15415862.0,15742105.0,13.0,10.0,120.0,118.0,,361042.0,312649.0,6298300.0,6649792.0,5613492.0,1332626.0,742716.0,941446.0,399060.0,13000.0,13000.0,55426.0,12639802.0,-135030.0,12504772.0,-12399017.0,105755.0,-513911.0,81913.0,120.0,12.0,1440.0,9833569.0,9416455.0,799400.0,482811.0,1808400.0,1920543.0,143000.0,136056.0,168000.0,168410.0,47964.0,13962.0,260780.0,260780.0,4,8683.869444444445,-8610.428472222222,-1.0085293051860482,9110766.0,0.616138313726859,0.08152069760105791,0.0438009273863471,351492.0,0.9575826436973188,0.6039667250437828,1.0620122760451227,0.9514405594405594,1.0024404761904762,0.2910933199899925,1.0,813.0
N18,福營,113,114/7/31,12340115.0,9040697.0,7551702.0,4252284.0,7478653.0,2435460.0,2376623.0,922795.0,3299418.0,17776711.0,16853916.0,13.0,10.0,112.0,110.0,922795.0,-46236.0,-489189.0,6649792.0,7478653.0,5743617.0,1354307.0,759252.0,962369.0,407928.0,13000.0,1000.0,56658.0,13946000.0,-147384.0,13798616.0,-12336112.0,1462504.0,-634865.0,95156.0,112.0,12.0,1344.0,10035406.0,9406758.0,799400.0,497853.0,1956640.0,1834500.0,143000.0,155288.0,156800.0,152299.0,47964.0,13810.0,275604.0,275604.0,4,10266.82738095238,-9178.654761904761,-1.1185546953529604,9298131.0,0.6177173670708662,0.08165641030439343,0.04387204267180146,828861.0,0.9373569938276538,0.6227833375031273,0.9375766620328727,1.08593006993007,0.9712946428571428,0.2879242765407389,1.0,96445.0
N19,中園,110,111/7/31,10135266.0,8446240.0,5830476.0,4114671.0,5735597.0,2397024.0,872133.0,816893.0,1689026.0,15815279.0,14998386.0,16.0,13.0,136.0,134.0,816893.0,159471.0,204000.0,5080599.0,5735597.0,,1169613.0,463297.0,872298.0,417384.0,16000.0,4000.0,56589.0,12830963.0,-121139.0,12709824.0,-11533222.0,1176602.0,-432000.0,8523.0,136.0,12.0,1632.0,9633800.0,8790805.0,759400.0,404204.0,2090320.0,1863232.0,141355.0,113117.0,190400.0,158905.0,45564.0,31976.0,170983.0,170983.0,4,7787.882352941176,-7066.925245098039,-1.1020184992537212,2999181.0,,0.15447450487316372,0.13916599231590224,654998.0,0.9124961074550022,0.5322675796681591,0.8913620881013433,0.8002334547769799,0.8345850840336134,0.7017821086822931,1.0,-367084.0
N19,中園,111,112/7/31,12153842.0,10277983.0,7063528.0,5189169.0,6714729.0,3095528.0,1689026.0,186833.0,1875859.0,16335675.0,16148842.0,16.0,13.0,136.0,129.0,186833.0,-196689.0,698504.0,5735597.0,6714729.0,6643688.0,1190472.0,475904.0,891976.0,426384.0,16000.0,14000.0,58031.0,12283526.0,-109865.0,12173661.0,-11188894.0,984767.0,-980000.0,38066.0,136.0,12.0,1632.0,9918549.0,8582980.0,759400.0,515572.0,2090320.0,1673227.0,141355.0,79128.0,190400.0,134338.0,45564.0,32666.0,170983.0,170983.0,4,7459.351102941176,-6855.939950980392,-1.0880128992195297,9716455.0,0.6837563699929655,0.048979180163958976,0.04388267120055617,979132.0,0.86534633241213,0.6789202001580195,0.8004645221784225,0.5597821088748187,0.7055567226890757,0.716925643051532,1.0,-69125.0
N19,中園,112,113/7/31,15788923.0,13620694.0,7865356.0,5700927.0,7829100.0,3962142.0,1875859.0,292370.0,2168229.0,19390034.0,19097664.0,18.0,13.0,136.0,132.0,292370.0,255061.0,866614.0,6714729.0,7829100.0,6643688.0,2602748.0,966600.0,1327468.0,519408.0,18000.0,2000.0,72140.0,16707535.0,-256546.0,16450989.0,-14059390.0,2391599.0,-2210000.0,76943.0,136.0,12.0,1632.0,12927321.0,11256942.0,883400.0,362496.0,2375920.0,1811535.0,143000.0,129247.0,190400.0,134996.0,53004.0,38242.0,325932.0,325932.0,4,10080.262867647058,-8614.822303921568,-1.170106882304282,12152052.0,0.5467132629123048,0.07954212177498911,0.04274241091134238,1114371.0,0.8707869171037061,0.4103418609916233,0.7624562274824068,0.9038251748251748,0.7090126050420168,0.7214927175307524,1.0,-90665.0
N19,中園,113,114/7/31,18211724.0,16338580.0,6901056.0,5034252.0,6875611.0,3398628.0,2168229.0,-295085.0,1873144.0,20306043.0,20601128.0,18.0,13.0,128.0,121.0,-295085.0,21054.0,-563514.0,7829100.0,6875611.0,6643056.0,2646096.0,988200.0,1357028.0,530976.0,18000.0,18000.0,73746.0,17740000.0,-72440.0,17667560.0,-14468362.0,3199198.0,-3580000.0,85717.0,128.0,12.0,1536.0,13224562.0,11556371.0,883400.0,507800.0,2236160.0,1820943.0,143000.0,100057.0,179200.0,153671.0,53004.0,17564.0,311956.0,311956.0,4,11502.317708333334,-9419.506510416666,-1.2211168064498248,12275102.0,0.5411813278618784,0.08050442269237355,0.04325634116930352,-953489.0,0.8738566161964381,0.5748245415440344,0.8143169540641099,0.6996993006993008,0.8575390625,0.3313712172666214,1.0,-52601.0
N20,柏翠,110,111/7/31,15594466.0,10891696.0,11105021.0,6402251.0,10811650.0,4071666.0,2605187.0,2097583.0,4702770.0,18159607.0,16062024.0,21.0,14.0,166.0,166.0,2097583.0,-207921.0,-519000.0,10562701.0,10811650.0,7020270.0,2054076.0,641520.0,1032166.0,494796.0,19000.0,2000.0,65940.0,15231985.0,-203003.0,15028982.0,-12989240.0,2039742.0,,864.0,166.0,12.0,1992.0,11590598.0,9767193.0,977400.0,702225.0,2309890.0,1885297.0,143000.0,139896.0,232400.0,243067.0,58644.0,55142.0,196420.0,196420.0,4,7544.66967871486,-6520.70281124498,-1.1570332059458444,11329768.0,0.619630516706079,0.05662251866057628,0.04367220935150658,248949.0,0.8426824051701215,0.7184622467771639,0.8161847533865249,0.9782937062937063,1.0458993115318416,0.94028374599277,1.0,-889864.0
N20,柏翠,111,112/7/31,18095782.0,11742507.0,14074157.0,7720882.0,13781254.0,4911828.0,4702770.0,1650505.0,6353275.0,19365429.0,17714924.0,20.0,13.0,166.0,166.0,1650505.0,-45825.0,840162.0,10811650.0,13781254.0,7214940.0,2087887.0,660960.0,1048843.0,502668.0,19000.0,2000.0,67588.0,15241554.0,-139135.0,15102419.0,-13767729.0,1334690.0,,32334.0,166.0,12.0,1992.0,11871466.0,10307328.0,977400.0,806304.0,2309890.0,2092018.0,143000.0,156865.0,232400.0,160723.0,58644.0,48071.0,196420.0,196420.0,4,7581.535642570281,-6911.510542168675,-1.0969433666220478,11603886.0,0.6217692934935762,0.05696022866822373,0.0433189364321573,2969604.0,0.868243905175654,0.8249478207489257,0.9056786253890878,1.096958041958042,0.69157917383821,0.8197087511083828,1.0,379023.0
N20,柏翠,112,113/7/31,21019698.0,12180779.0,16736807.0,7816170.0,16576141.0,5640050.0,6353275.0,2485644.0,8838919.0,21748438.0,19262794.0,21.0,14.0,166.0,166.0,,191765.0,728222.0,13781254.0,16576141.0,,2638833.0,1111320.0,1526021.0,597096.0,21000.0,2000.0,82930.0,19074887.0,-178653.0,18896234.0,-16765154.0,2131080.0,,70462.0,166.0,12.0,1992.0,14868462.0,12881177.0,1006400.0,843912.0,2633590.0,2236094.0,163000.0,158314.0,232400.0,187888.0,60384.0,5292.0,363999.0,363999.0,4,9486.06124497992,-8416.241967871485,-1.127113654905884,5979200.0,,0.18586432967621086,0.09986218892159486,2794887.0,0.8663422618963549,0.8385453100158983,0.8490668631032166,0.9712515337423313,0.8084681583476764,0.08763910969793323,1.0,-918960.0
N20,柏翠,113,114/7/31,24326929.0,11363988.0,20349810.0,7411869.0,20249796.0,4847490.0,8838919.0,4124022.0,12962941.0,25564753.0,21440731.0,21.0,14.0,156.0,155.0,4124022.0,21327.0,-792560.0,16576141.0,20249796.0,8209068.0,2682168.0,1134252.0,1557661.0,609480.0,21000.0,21000.0,84650.0,21156000.0,-122291.0,21033709.0,-17264596.0,3769113.0,,98978.0,156.0,12.0,1872.0,15188322.0,13308102.0,1006400.0,906908.0,2474940.0,2218804.0,163000.0,152371.0,218400.0,232239.0,60384.0,9550.0,348134.0,348134.0,4,11235.955662393162,-9222.540598290598,-1.218314578574558,14319279.0,0.5732878031079638,0.07921153013360518,0.04256359555533487,3673655.0,0.8762062063208825,0.9011406995230524,0.8965081981785417,0.9347914110429448,1.0633653846153845,0.1581544780074192,1.0,300633.0
N21,文創,110,111/7/31,10014973.0,8421488.0,5947638.0,4351519.0,5758604.0,2017980.0,1083008.0,510477.0,1593485.0,11784105.0,11243663.0,11.0,8.0,90.0,85.0,540442.0,1680.0,34446.0,4908850.0,5758604.0,4099275.0,1209709.0,500676.0,609647.0,292680.0,11000.0,1000.0,39326.0,10023694.0,-82161.0,9941533.0,-7739836.0,2201697.0,-1704960.0,18416.0,90.0,12.0,1080.0,6945385.0,5557050.0,694700.0,289239.0,1401300.0,905197.0,118000.0,19237.0,126000.0,36558.0,41682.0,22085.0,125760.0,125760.0,4,9205.123148148148,-7166.514814814815,-1.2844630041256688,6763313.0,0.6061045821774033,0.07402821664471243,0.04327464956893168,849754.0,0.8001068335304666,0.4163509428530301,0.645969456932848,0.16302542372881357,0.29014285714285715,0.5298450170337315,1.0,90609.0
N21,文創,111,112/7/31,12267786.0,9957524.0,6576003.0,4265741.0,6460594.0,2245389.0,1593485.0,716777.0,2310262.0,12527496.0,11810719.0,11.0,8.0,90.0,88.0,,,,,,4210515.0,1230363.0,513084.0,618387.0,296784.0,11000.0,11000.0,40303.0,10231920.0,-144679.0,10087241.0,-7742707.0,2344534.0,-1703000.0,44944.0,90.0,12.0,1080.0,7142020.0,5405235.0,694700.0,300527.0,1401300.0,941354.0,118000.0,70252.0,126000.0,61891.0,41682.0,20548.0,125760.0,125760.0,3,9340.037962962962,-7169.173148148148,-1.3028054658403063,6931436.0,0.607452048897227,0.0740227566120498,0.04281710167994049,,0.7568215994914604,0.43259968331653953,0.6717719260686505,0.5953559322033898,0.4911984126984127,0.49297058682404876,1.0,
N21,文創,112,113/7/31,15240944.0,13482754.0,6526295.0,4768105.0,6433871.0,2775225.0,2310262.0,-552072.0,1758190.0,12536427.0,13088499.0,11.0,8.0,90.0,84.0,-552072.0,-28751.0,529836.0,6460594.0,6433871.0,4646957.0,1290317.0,589380.0,809296.0,316656.0,11000.0,1000.0,43980.0,11259846.0,-289848.0,10969998.0,-9217452.0,1752546.0,-2491778.0,145010.0,90.0,12.0,1080.0,7875376.0,6575048.0,719700.0,335133.0,1572300.0,1064739.0,118000.0,71454.0,126000.0,109957.0,43182.0,14781.0,229200.0,229200.0,4,10157.405555555555,-8534.677777777777,-1.1901334555363021,7708586.0,0.6028287159279276,0.07645760195190142,0.0410783508155711,-26723.0,0.8348868676238442,0.4656565235514798,0.6771856515932074,0.6055423728813559,0.8726746031746032,0.34229540086147003,1.0,99495.0
N21,文創,113,114/7/31,17920234.0,15704739.0,6690365.0,4474870.0,5774757.0,2254272.0,1758190.0,457305.0,2215495.0,14142103.0,13684798.0,11.0,8.0,78.0,71.0,457305.0,29000.0,-520953.0,6433871.0,5774757.0,4762667.0,1311998.0,602976.0,828025.0,323988.0,11000.0,11000.0,44998.0,12013454.0,-64470.0,11948984.0,-9266369.0,2682615.0,-2383133.0,145278.0,78.0,12.0,936.0,8063442.0,6659960.0,719700.0,347713.0,1362660.0,1107119.0,118000.0,41015.0,109200.0,69416.0,43182.0,8960.0,208236.0,208236.0,4,12766.008547008547,-9899.96688034188,-1.2895001267486759,7896652.0,0.6031248432880162,0.07635843646142694,0.04102852702639043,-659114.0,0.8259450492730027,0.48313602890093094,0.8124689944667048,0.34758474576271187,0.6356776556776557,0.20749386318373397,1.0,113489.0
N22,文仁,110,111/7/31,10389484.0,8729753.0,6962736.0,5303005.0,6593721.0,2024750.0,1390927.0,268804.0,1659731.0,12475991.0,12159501.0,12.0,8.0,90.0,90.0,316490.0,-37994.0,155000.0,5200768.0,6593721.0,4335660.0,1185408.0,518280.0,602045.0,301032.0,10000.0,1000.0,38677.0,10185963.0,-77749.0,10108214.0,-8502873.0,1605341.0,-1323000.0,13204.0,90.0,12.0,1080.0,7113672.0,6320807.0,672700.0,211479.0,1401300.0,948815.0,118000.0,71241.0,126000.0,94662.0,40362.0,359.0,124440.0,124440.0,4,9359.457407407406,-7873.030555555556,-1.1887998327153657,6992102.0,0.6200796269848466,0.07412363263579393,0.04305314768005387,1392953.0,0.8885434976479095,0.31437342054407613,0.6770962677513738,0.6037372881355932,0.7512857142857143,0.008894504732173826,1.0,87585.0
N22,文仁,111,112/7/31,11895965.0,9933644.0,6967525.0,5005204.0,6453348.0,2235669.0,1659731.0,302590.0,1962321.0,13353244.0,13050654.0,12.0,8.0,90.0,90.0,302590.0,-85409.0,210919.0,6593721.0,6453348.0,4446900.0,1199313.0,530640.0,626021.0,314856.0,10000.0,10000.0,39604.0,10141140.0,-111537.0,10029603.0,-8306665.0,1722938.0,-1580000.0,58606.0,90.0,12.0,1080.0,7298904.0,6071285.0,672700.0,216419.0,1401300.0,1040033.0,118000.0,45508.0,126000.0,46782.0,40362.0,918.0,124440.0,124440.0,4,9286.669444444446,-7691.356481481482,-1.2074163337512709,7177334.0,0.6195754579625248,0.07393274438670404,0.04386809921344054,-140373.0,0.831807761822871,0.32171696149843915,0.7421915364304574,0.38566101694915256,0.3712857142857143,0.022744165303998812,1.0,98253.0
N22,文仁,112,113/7/31,15536677.0,13564974.0,7600546.0,5628843.0,7520179.0,2755544.0,1962321.0,9382.0,1971703.0,13559828.0,13550446.0,11.0,8.0,90.0,89.0,9382.0,426354.0,519875.0,6453348.0,7520179.0,,1252355.0,568320.0,780431.0,305364.0,10000.0,1000.0,42411.0,11497431.0,-184567.0,11312864.0,-9114023.0,2198841.0,-2290000.0,100541.0,90.0,12.0,1080.0,7901688.0,6441218.0,717700.0,321319.0,1572300.0,1225703.0,118000.0,66989.0,126000.0,60033.0,43062.0,8481.0,229000.0,229000.0,4,10474.874074074074,-8438.910185185185,-1.2412591014966716,2959881.0,,0.1920077192292528,0.10316766113232255,1066831.0,0.8151698725639382,0.4477065626306256,0.7795605164408828,0.5677033898305085,0.47645238095238096,0.19694858576006688,1.0,154067.0
N22,文仁,113,114/7/31,17973243.0,15565230.0,7100721.0,4692708.0,6210440.0,2244780.0,1971703.0,436310.0,2408013.0,14701958.0,14265648.0,10.0,7.0,84.0,80.0,436310.0,-23258.0,-510764.0,7520179.0,6210440.0,4907267.0,1273563.0,581280.0,798170.0,312300.0,10000.0,10000.0,43375.0,12570095.0,-78287.0,12491808.0,-9275898.0,3215910.0,-2927000.0,147400.0,84.0,12.0,1008.0,8086166.0,6584499.0,717700.0,333089.0,1467480.0,1234416.0,118000.0,83937.0,117600.0,46770.0,43062.0,7045.0,218518.0,218518.0,4,12392.666666666666,-9202.279761904761,-1.3466952741394957,7935955.0,0.618358723052235,0.07324638307550888,0.03935254169157965,-1309739.0,0.814291841151913,0.46410617249547165,0.8411807997383269,0.7113305084745762,0.3977040816326531,0.16360131902837768,1.0,455133.0
N23,菁湖,110,111/7/31,7182174.0,5929720.0,4435846.0,3186992.0,4330956.0,2022912.0,36752.0,1215702.0,1252454.0,12725890.0,11508044.0,13.0,10.0,106.0,105.0,1217846.0,60.0,34810.0,2719034.0,4330956.0,4741605.0,1175352.0,411060.0,672066.0,323460.0,13000.0,13000.0,43829.0,10500532.0,-114709.0,10385823.0,-8712866.0,1672957.0,-521550.0,1825.0,106.0,12.0,1272.0,7574852.0,6594614.0,809400.0,535164.0,1650420.0,1175179.0,143000.0,73441.0,148400.0,140074.0,48564.0,46805.0,147589.0,147589.0,4,8164.955188679246,-6849.737421383648,-1.1920099540151312,7393372.0,0.6413318577774796,0.05559844682507522,0.043749996618592975,1611922.0,0.8705931152186208,0.6611860637509266,0.7120484482737728,0.5135734265734265,0.9438948787061995,0.963779754550696,1.0,1529.0
N23,菁湖,111,112/7/31,8789745.0,7047525.0,5277912.0,3539292.0,5077575.0,2107437.0,1252454.0,489766.0,1742220.0,13018126.0,12528360.0,13.0,10.0,106.0,102.0,489766.0,-226.0,84525.0,4330956.0,5077575.0,4880655.0,1196208.0,422292.0,690621.0,332388.0,13000.0,1000.0,45014.0,10529131.0,-238428.0,10290703.0,-8771939.0,1518764.0,-1052100.0,18980.0,106.0,12.0,1272.0,7830050.0,6714037.0,809400.0,553298.0,1650420.0,1127708.0,143000.0,75333.0,148400.0,109735.0,48564.0,44239.0,147589.0,147589.0,4,8090.175314465409,-6896.178459119496,-1.173138914896695,7581178.0,0.6437858338110515,0.05570268894886784,0.043843845903631336,746619.0,0.8574705142368184,0.6835903138127007,0.6832854667296809,0.5268041958041958,0.7394541778975742,0.9109422617576806,1.0,-1529.0
N23,菁湖,112,113/7/31,12050504.0,9809698.0,5995917.0,3759611.0,5933220.0,2557548.0,1742220.0,498586.0,2240806.0,15309384.0,14810798.0,13.0,10.0,106.0,102.0,498586.0,226.0,450111.0,5077575.0,5933220.0,5019705.0,1217067.0,433368.0,703765.0,338652.0,13000.0,13000.0,46198.0,10441664.0,-169028.0,10272636.0,-7024509.0,3248127.0,-2815348.0,65807.0,106.0,12.0,1272.0,8033627.0,4776110.0,809400.0,558949.0,1650420.0,1261947.0,143000.0,112253.0,148400.0,142868.0,48564.0,24793.0,147589.0,147589.0,4,8075.971698113208,-5522.412735849056,-1.4623991513143482,7784755.0,0.6448122002554993,0.05566880396364433,0.04350194707476343,855645.0,0.5945147814306041,0.6905720286632073,0.764621732649871,0.784986013986014,0.962722371967655,0.5105221975125608,1.0,68841.0
N23,菁湖,113,114/7/31,14595729.0,12981624.0,5802201.0,4192596.0,5755945.0,2656389.0,2240806.0,-626701.0,1614105.0,15712945.0,16339646.0,13.0,10.0,100.0,95.0,-626701.0,-710.0,98841.0,5933220.0,5755945.0,6035907.0,1357601.0,741312.0,1017918.0,398280.0,13000.0,1000.0,55317.0,13677000.0,-395232.0,13281768.0,-11018219.0,2263549.0,-3005377.0,115127.0,100.0,12.0,1200.0,9827735.0,8617950.0,844400.0,596676.0,1747000.0,1268187.0,143000.0,131372.0,140000.0,125691.0,50664.0,19203.0,259140.0,259140.0,4,11068.14,-9181.849166666667,-1.2054369222466899,9620335.0,0.6274113115603562,0.07705677608939814,0.04139980572402104,-177275.0,0.8769009339384914,0.7066271909047844,0.7259227246708644,0.9186853146853147,0.8977928571428572,0.37902652771198486,1.0,27438.0
