title,fee_109,fee_110,fee_111,fee_112,fee_113,fee_114,max_jump_pct,max_jump_pre113_pct
新北市私立重新幼兒園,103155,103155,129551,129551,130428,130428,25.59,25.59
新北市私立野聲幼兒園,75600,80100,80100,80100,80225,81725,5.95,5.95
新北市私立金吉邇幼兒園,,103167,103167,103167,103167,103167,0.0,0.0
新北市私立金城幼兒園,62525,67131,76906,80685,88342,94359,14.56,14.56
新北市私立金幼聲幼兒園,41778,48000,49080,50484,59817,59817,18.49,14.89
新北市私立金祥慈幼兒園,55500,55500,59100,59100,59100,59100,6.49,6.49
新北市私立鑫立群幼兒園,70850,70850,70850,79700,79700,79700,12.49,12.49
新北市私立長興幼兒園,128500,128500,128500,163375,163375,163375,27.14,27.14
新北市私立長青幼兒園,64222,67402,67402,67402,70731,70731,4.95,4.95
新北市私立長頸鹿吉凱幼兒園,102000,102000,113250,113250,113250,117750,11.03,11.03
新北市私立陽光天使幼兒園,72900,72900,72900,72900,75166,75166,3.11,0.0
新北市私立陽光幼兒園,61700,68450,68450,70700,70700,70700,10.94,10.94
新北市私立陽光聖谷幼兒園,,,,,93200,93200,0.0,
新北市私立雄林國際幼兒園,,,,,,156200,,
新北市私立雅德賽思幼兒園,93575,93575,93575,,,,0.0,0.0
新北市私立雅格幼兒園,64375,64375,64375,64375,73275,73842,13.83,0.0
新北市私立雅森幼兒園,73600,73600,80200,80200,80200,80200,8.97,8.97
新北市私立雅立福幼兒園,46000,46681,60927,60927,60927,60927,30.52,30.52
新北市私立集賢幼兒園,91600,93400,97150,100900,115250,115250,14.22,4.01
新北市私立雙和巨星幼兒園,57450,61950,61950,61950,,,7.83,7.83
新北市私立雙成幼兒園,64245,67905,67905,67905,71085,71085,5.7,5.7
新北市私立雨果幼兒園,66000,66000,66000,66000,66000,66000,0.0,0.0
新北市私立雨農幼兒園,101602,101602,114176,127926,128800,128800,12.38,12.38
新北市私立青園幼兒園,74750,77000,97569,97569,99117,101342,26.71,26.71
新北市私立青子園幼兒園,64500,72900,75600,75600,75600,75600,13.02,13.02
新北市私立青山幼兒園,90900,90900,93885,93885,93885,106148,13.06,3.28
新北市私立青樺幼兒園,61000,62750,66500,66500,67250,70212,5.98,5.98
新北市私立靜立幼兒園,63200,65720,65720,67022,73694,73694,9.95,3.99
新北市私立頂埔幼兒園,59775,61320,61515,62062,66034,66034,6.4,2.58
新北市私立馨園幼兒園,93250,91750,103000,103000,103000,106075,12.26,12.26
新北市私立高登幼兒園,73400,73400,73400,75200,75200,76700,2.45,2.45
新北市私立鴻園幼兒園,61438,63358,64258,65512,69532,69532,6.14,3.13
新北市私立鶯歌芝麻村幼兒園,86750,86750,91250,80000,84076,84076,5.19,5.19
新北市私立鹿兒堡幼兒園,58500,61050,63600,67725,67725,72605,7.21,6.49
新北市私立鼎群幼兒園,73300,73300,89050,90175,91200,91200,21.49,21.49
新北市積穗非營利幼兒園(委託財團法人三之三生命教育基金會辦理),50812,50812,,,,,0.0,0.0
新北市立三和國民中學附設幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立三峽國民中學附設幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立三峽幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立三峽幼兒園中興分班,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立三峽幼兒園龍埔分班,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立三芝幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立三芝幼兒園福成分班,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立三重幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立三重幼兒園厚德分班,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立三重幼兒園崇德分班,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立三重高級中學附設幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立中和國民中學附設幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立中和幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立中和幼兒園慈光分班,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立中和幼兒園碧湖分班,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立中和幼兒園秀山分班,16675,16675,16675,16675,,,0.0,0.0
新北市立中和幼兒園飛駝分班,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立二重國民中學附設幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立五峰國民中學附設幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立五股幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立五股幼兒園德音分班,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立五股幼兒園成州分班,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立五股幼兒園更新分班,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立五股幼兒園水碓分班,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立五股幼兒園陸一分班,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立光榮國民中學附設幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立八里幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立八里幼兒園大埤頂分班,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立八里幼兒園龍源分班,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立土城國民中學附設幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立土城幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立土城幼兒園大頂埔分班,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立土城幼兒園清水分班,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立坪林實驗國民中學附設幼兒園,,16675,16675,16675,16675,16675,0.0,0.0
新北市立坪林幼兒園,16675,16675,,,,,0.0,0.0
新北市立安康高級中學附設幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立安溪國民中學附設幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立尖山國民中學附設幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立崇林國民中學附設幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立德拉楠民族實驗小學附設幼兒園,,16675,16675,16675,16675,16675,0.0,0.0
新北市立忠孝國民中學附設幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立忠山實驗小學附設幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立插角森林實驗小學附設幼兒園,,,,,17125,17125,0.0,
新北市立新埔國民中學附設幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立新店幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立新店幼兒園和平分班,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立新店幼兒園新店分班,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立新店幼兒園碧潭分班,,,,,,19330,,
新北市立新店幼兒園雙城分班,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立新泰國民中學附設幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立新莊幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立新莊幼兒園三合分班,16675,16675,16675,16675,16675,,0.0,0.0
新北市立新莊幼兒園中心分班,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立明志國民中學附設幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立板橋幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立板橋幼兒園公館分班,16675,,,,,,,
新北市立板橋幼兒園和平分班,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立板橋幼兒園新民分班,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立林口幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立林口幼兒園忠孝分班,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立林口幼兒園文化分班,,,,16675,16675,16675,0.0,
新北市立林口幼兒園湖北分班,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立柑園國民中學附設幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立樹林幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立樹林幼兒園圳安分班,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立樹林幼兒園山佳分班,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立樹林幼兒園彭厝分班,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立永和幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立永和幼兒園保生分班,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立永和幼兒園博愛分班,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立永和幼兒園大同分班,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立永和幼兒園忠孝分班,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立永和幼兒園民生分班,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立永和幼兒園福和分班,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立江翠國民中學附設幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立泰山國民中學附設幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立泰山幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立泰山幼兒園明志分班,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立泰山幼兒園貴和分班,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立淡水國民中學附設幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立淡水幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立淡水幼兒園福德分班,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立淡水幼兒園竹圍分班,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立深坑國民中學附設幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立深坑幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立深坑幼兒園土庫分班,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立溪崑國民中學附設幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立漳和國民中學附設幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立烏來國民中小學附設幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立烏來幼兒園,13175,16675,16675,16675,16675,16675,26.57,26.57
新北市立猴硐—蒙特梭利實驗小學附設幼兒園,,16675,16675,16675,16675,16675,0.0,0.0
新北市立瑞芳國民中學附設幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立瑞芳幼兒園,14922,16675,16675,16675,,,11.75,11.75
新北市立瑞芳幼兒園爪峰分班,14922,16675,16675,16675,,,11.75,11.75
新北市立碧華國民中學附設幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立福和國民中學附設幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立老梅實驗小學附設幼兒園,,,,16675,16675,16675,0.0,
新北市立自強國民中學附設幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立萬里幼兒園,15700,16675,16675,16675,16675,16675,6.21,6.21
新北市立蘆洲國民中學附設幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立蘆洲幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立重慶國民中學附設幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立金山幼兒園,15875,16675,16675,16675,16675,,5.04,5.04
新北市立金山幼兒園中正中華分班,15875,16675,16675,16675,16675,,5.04,5.04
新北市立青山國民中小學附設幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立頭前國民中學附設幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立鳳鳴國民中學附設幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立鶯歌國民中學附設幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市立鶯歌幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市育平非營利幼兒園（委託財團法人彭婉如文教基金會辦理）,,55623,,,,,,
新北市菁湖非營利幼兒園(委託財團法人三之三生命教育基金會辦理),50520,50520,,,,,0.0,0.0
新北市萬里區大坪國民小學附設幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市萬里區大鵬國民小學附設幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市萬里區萬里國民小學附設幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市萬里區野柳國民小學附設幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市蘆洲區仁愛國民小學附設幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市蘆洲區忠義國民小學附設幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市蘆洲區成功國民小學附設幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市蘆洲區蘆洲國民小學附設幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市蘆洲區鷺江國民小學附設幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市貢寮區和美國民小學附設幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市貢寮區澳底國民小學附設幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市貢寮區福隆國民小學附設幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市貢寮區貢寮國民小學附設幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市貢寮區貢寮國民小學附設幼兒園龍門分班,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市金山區三和國民小學附設幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市金山區中角國民小學附設幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市金山區金山國民小學附設幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市金山區金山國民小學附設幼兒園美田分班,,,,,16675,16675,0.0,
新北市金山區金美國民小學附設幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市雙溪區上林國民小學附設幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市雙溪區牡丹國民小學附設幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市雙溪區雙溪國民小學附設幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市鶯歌區中湖國民小學附設幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市鶯歌區二橋國民小學附設幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市鶯歌區建國國民小學附設幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市鶯歌區永吉國民小學附設幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市鶯歌區鳳鳴國民小學附設幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市鶯歌區鶯歌國民小學附設幼兒園,16675,16675,16675,16675,16675,16675,0.0,0.0
新北市鷺江非營利幼兒園(委託財團法人彭婉如文教基金會辦理),,54000,,,,,,
新北市龍埔成長非營利幼兒園(委託財團法人成長文教基金會辦理),56010,56010,,,,,0.0,0.0
海納川全人教育股份有限公司附設新北市私立艾倫戴爾幼兒園,,,223550,223550,226550,230300,1.66,0.0
清福長照社團法人附設新北市私立清福幼兒園,,86533,86533,86533,89550,89550,3.49,0.0
社團法人中華音樂舞蹈暨表演藝術教育協會附設新北市私立北大非營利幼兒園(新北市政府委託辦理),40254,28176,,,,,-30.0,-30.0
社團法人新竹市教保人員協會附設新北市私立新莊聯合幼兒園,84000,84000,84000,84000,84000,,0.0,0.0
翰科教育股份有限公司附設新北市私立林口夏恩國際幼兒園,150000,154500,154500,163500,169500,176950,5.83,5.83
育才學校財團法人新北市私立育才國民小學附設幼兒園,74100,74100,79650,84450,84450,84450,7.49,7.49
財團法人三之三生命教育基金會附設新北市私立昌平非營利幼兒園(新北市政府委託辦理),41538,29076,,,,,-30.0,-30.0
財團法人中華民國佛教慈濟慈善事業基金會附設新北市私立臺北大愛幼兒園,75000,75000,75000,75000,75000,75000,0.0,0.0
財團法人享翔葉克膜教育基金會附設新北市私立翔耀幼兒園,,75950,76775,88275,88275,88275,14.98,14.98
財團法人台北基督教女青年會附設新北市私立員工實驗幼兒園（新北市政府委託辦理）,49950,49950,,,,,0.0,0.0
財團法人台北市中華基督教青年會附設新北市私立板新幼兒園,90000,90000,90000,93250,93250,93250,3.61,3.61
財團法人天主教光仁文教基金會附設新北市私立三芝幼兒園,58500,63300,,,,,8.21,8.21
財團法人天主教新北市私立育新幼兒園,83800,83800,83800,93133,93133,93800,11.14,11.14
財團法人天主教會台北教區附設新北市私立三芝幼兒園,,63300,63900,64692,67454,67454,4.27,1.24
財團法人天主教會台北教區附設新北市私立恆毅幼兒園,61362,61362,61362,66940,66940,66940,9.09,9.09
財團法人天主教會台北教區附設新北市私立母心幼兒園,56000,56000,56000,63864,63864,63864,14.04,14.04
財團法人天主教會台北教區附設新北市私立聖言幼兒園,63750,63750,63750,63750,75750,75750,18.82,0.0
財團法人天主教會台北教區附設新北市私立鳴遠幼兒園,62925,62925,62925,67327,67327,67327,7.0,7.0
財團法人天主教會臺北教區附設新北市私立玫瑰幼兒園,52500,55500,63222,63222,,,13.91,13.91
財團法人天主教瑪利亞方濟各傳教女修會附設新北市私立曉明幼兒園,62247,63262,64500,68475,68475,68475,6.16,6.16
財團法人天主教聖母聖心會附設新北市私立天仁幼兒園,48744,52584,53424,54336,59997,59997,10.42,7.88
財團法人彭婉如文教基金會附設新北市私立鷺江非營利幼兒園(新北市政府委託辦理),46126,32288,,,,,-30.0,-30.0
財團法人新北市大觀書社附設新北市私立大觀幼兒園,40183,40183,40183,46320,46320,55425,19.66,15.27
財團法人新北市樹林基督長老教會附設新北市私立牧人幼兒園,64125,64125,65500,65500,67375,67875,2.86,2.14
財團法人新北市私立一信幼兒園,56883,56883,58067,65519,69780,78997,13.21,12.83
財團法人新北市私立及人國民小學附設新北市私立幼兒園,63825,73358,73358,73358,73358,73358,14.94,14.94
財團法人新北市私立張方大慈善事業基金會附設新北市私立士箱幼兒園,68625,76050,77925,77925,81150,81150,10.82,10.82
財團法人新北市私立竹林國民小學附設幼兒園,77800,80133,80133,81700,81700,81700,3.0,3.0
財團法人新北市私立竹林高級中學附設新北市私立竹林幼兒園,76500,81700,81700,81700,81700,81700,6.8,6.8
財團法人新北市私立聖心國民小學附設新北市私立善牧園幼兒園,31375,50250,50250,50250,,,60.16,60.16
財團法人福智文教基金會附設新北市澄心職場互助教保服務中心,,,,,72300,72300,0.0,
財團法人耕莘健康管理專科學校附設新北市私立實驗幼兒園,73500,73500,73500,73500,79500,81515,8.16,0.0
財團法人臺灣省天主教道明傳教修女會附設新北市私立道明幼兒園,68385,69360,69540,69540,71940,71940,3.45,1.43
財團法人華山愛德教育基金會附設新北市私立林口愛德幼兒園,128394,142831,145100,155250,155250,155250,11.24,11.24
輔仁大學學校財團法人輔仁大學附設新北市私立幼兒園,54625,54625,54712,54712,58039,58039,6.08,0.16
陽光森林文教股份有限公司臺北縣分公司附設新北市私立陽光小子幼兒園,99620,105675,105675,105675,105675,105675,6.08,6.08
馬偕學校財團法人馬偕醫護管理專科學校附設新北市私立馬偕示範幼兒園,81562,81562,81562,81562,87975,87975,7.86,0.0
龍騰文化事業股份有限公司附設新北市私立林口康橋國際幼兒園,181667,181667,163333,176000,177333,177333,7.76,7.76
