code,short_name,academic_year,balance_sheet_date,income_period,operator,contract_period,approved_capacity,actual_enrolment,total_staff,educators,cash,prepaid_receipts,current_assets_total,current_liabilities_total,reserve_asset,reserve_liability,severance_asset,severance_liability,accumulated_surplus,current_surplus,equity_total,total_assets,total_liabilities,人事費_預算,人事費_決算,業務費_預算,業務費_決算,材料費_預算,材料費_決算,維護費_預算,維護費_決算,修繕購置費_預算,修繕購置費_決算,雜支_預算,雜支_決算,行政管理費_預算,行政管理費_決算,業務發展費_預算,業務發展費_決算,支出合計_決算,收入合計_決算,prepaid_coverage,reserve_funding_gap,equity_erosion,maintenance_execution,repair_execution,personnel_execution,admin_fee_execution,related_party_priority,enrolment_utilisation,staff_ratio,cost_per_child,unbudgeted_spend,identity_passed,identity_failed,n_issues
N25,碧城,111,112年7月31日,民國111年8月1日至112年7月31日,社團法人中華音樂舞蹈暨表演藝術教育協會,110年8月1日至114年7月31日,120,120,13,9,5017424,2402005,5315722,3730977,2044000,2044000,66575,66575,1780717,-195372,1585345,10421178,8835833,8743585,7877577,631400,447536,1808400,1545579,143000,20711,168000,166399,37884,12468,243980,243980,,1678000,14839508,14644136,2.088848,0,-0.109715,0.144832,0.99047,0.900955,1.0,0.345194,1.0,13.333333,123662.566667,7393096,9,0,6
N25,碧城,112,113年7月31日,民國112年8月1日至113年7月31日,社團法人中華音樂舞蹈暨表演藝術教育協會,110年8月1日至114年7月31日,120,119,13,9,5653609,2665525,5684783,3979510,4064000,4064000,117235,117235,1585345,120628,1705973,12457421,10751448,8936062,7079229,631400,477617,1808400,1748636,143000,47763,168000,160402,37884,20185,243980,243980,,2020000,16146104,16266732,2.121011,0,0.076089,0.334007,0.954774,0.792209,1.0,0.277134,0.991667,13.222222,135681.546218,10867392,9,0,7
N25,碧城,113,114/7/31,113.8.1~114.7.31,社團法人中華音樂舞蹈暨表演藝術教育協會,110年8月1日至114年7月31日,112,109,13,9,9292824,,9461570,3912656,,,,,1705973,3842941,5548914,11607567,6058653,9152396,8380317,631400,467780,1956640,1465773,143000,70596,156800,144579,37884,3767,258804,258804,,2259000,16607411,21808378,,,2.252639,0.493678,0.92206,0.915642,1.0,0.346533,0.973214,12.111111,152361.568807,17114192,9,0,14
N26,新店及人,110,111/7/31,110.8.1~111.7.31,財團法人新北市私立及人高級中學,110年8月1日至114年7月31日,120,120,12,9,6608798,2300400,6622418,3734806,,1166000,,48997,,1672615,1672615,7616424,5943809,8220274,6187424,799400,549078,1808400,1602682,143000,130826,168000,166360,47964,46727,260780,260780,,1166000,10885477,12558092,2.872891,,,0.914867,0.990238,0.752703,1.0,0.132479,1.0,13.333333,90712.308333,2653351,9,0,7
N26,新店及人,111,112/7/31,111.8.1~112.7.31,財團法人新北市私立及人高級中學,110年8月1日至114年7月31日,120,119,12,9,7466941,2437026,7592568,4194364,1166000,1166000,99179,99179,1672615,1725589,3398204,9912453,6514249,8865497,7228314,799400,558702,1808400,1841041,143000,104389,168000,159178,47964,33004,260780,260780,,,11650727,13376316,3.063956,0,1.031671,0.729993,0.947488,0.815331,1.0,0.18369,0.991667,13.222222,97905.268908,2698979,9,0,8
N26,新店及人,112,113年7月31日,112.8.1~113.7.31,財團法人新北市私立及人高級中學,110年8月1日至114年7月31日,120,120,13,10,10629534,2675592,10666904,4515976,1166000,1166000,150545,150545,3398204,2752724,6150928,13048655,6897727,9057827,6209038,799400,560670,1808400,2057104,143000,56245,168000,175536,47964,37133,260780,260780,,,12737036,15489760,3.972778,0,0.810053,0.393322,1.044857,0.685489,1.0,0.210543,1.0,12.0,106141.966667,6771976,9,0,5
N26,新店及人,113,114年7月31日,113.8.1~114.7.31,財團法人新北市私立及人高級中學,110年8月1日至114年7月31日,104,60,11,8,8670464,,8685418,1514321,,,,,6150928,1020169,7171097,9835674,2664577,9274296,7742381,799400,519163,1816880,1245833,143000,116131,145600,131067,47964,41712,261628,261628,,,13414200,14434369,,,0.165856,0.812105,0.900185,0.834821,1.0,0.208016,0.576923,7.5,223570.0,7749154,9,0,15
N27,育平,110,111年7月31日,110.8.1~111.7.31,財團法人彭婉如文教基金會,110年8月1日至114年7月31日,106,105,13,10,5669189,2675294,5798123,3549516,954179,954179,48291,48291,,2248607,2248607,7225898,4977291,8104538,6791109,799400,274324,1597420,1037010,143000,35577,148400,111593,47964,2854,239682,239682,,954179,10392871,12660423,2.11909,0,,0.24879,0.751974,0.837939,1.0,0.518242,0.990566,10.5,98979.72381,2842853,9,0,2
N27,育平,111,112年7月31日,111.8.1~112.7.31,財團法人彭婉如文教基金會,110年8月1日至114年7月31日,106,96,13,10,6162453,2444207,6225780,3727991,3283513,3283513,97767,97767,2248607,249182,2497789,10190076,7692287,8743585,7235158,799400,265794,1597420,1243320,143000,42266,148400,154575,47964,160,239682,239682,,2329334,13372991,13622173,2.521248,0,0.110816,0.295566,1.041611,0.827482,1.0,0.453531,0.90566,9.6,139301.989583,6128680,8,0,0
N27,育平,112,113年7月31日,112.8.1~113.7.31,財團法人彭婉如文教基金會,110年8月1日至114年7月31日,106,106,13,10,6593913,2682228,6699913,3436420,6241315,6241315,148427,148427,2497789,765704,3263493,13687046,10423553,8936062,6138401,799400,353407,1597420,1247410,143000,67278,148400,123230,47964,790,239682,239682,,2957802,14580499,15346203,2.458372,0,0.306553,0.470476,0.830391,0.686925,1.0,0.462126,1.0,10.6,137551.877358,10060310,9,0,8
N27,育平,113,民國114年7月31日,民國113年8月1日至114年7月31日,財團法人彭婉如文教基金會,110年8月1日至114年7月31日,100,94,13,10,5419409,2108538,5504805,3253970,8844322,8844322,200272,200272,3263493,-1012658,2250835,15100924,12850089,9152396,8028796,799400,344209,1747000,1307468,143000,39925,140000,138450,47964,2500,254640,254640,,2603007,16249661,15237003,2.570221,0,-0.310299,0.279196,0.988929,0.877234,1.0,0.437255,0.94,9.4,172868.734043,9938494,9,0,10
N28,新樂,110,111/7/31,民國111年2月1日至111年7月31日,財團法人三之三生命教育基金會,111年2月1日至115年7月31日,212,205,26,19,5436320,2270634,5569992,4307115,,,50118,50118,,1268277,1268277,11254617,9986340,8221561,6385242,608250,446160,1427290,1150067,95000,25445,148400,208932,36495,36474,203554,203554,,,9718812,10987089,2.394186,,,0.267842,1.407898,0.776646,1.0,0.168151,0.966981,10.789474,47408.839024,1953799,9,0,7
N28,新樂,111,112/7/31,111.8.1~112.7.31,財團法人三之三生命教育基金會,111年2月1日至115年7月31日,212,204,25,18,9284219,4473601,9672082,6871841,1467200,1467200,138856,138856,1268277,1537364,2805641,16704134,13898493,17814708,15206445,1216500,1059548,2854580,2285769,190000,97182,296800,321732,72990,69335,400000,400000,,1467200,23393545,24930909,2.075335,0,1.212167,0.511484,1.084003,0.853589,1.0,0.15488,0.962264,11.333333,114674.240196,6178991,9,0,0
N28,新樂,112,113年7月31日,民國112年8月1日至113年7月31日,財團法人三之三生命教育基金會,111年2月1日至115年7月31日,212,211,25,18,10113502,5325997,10252368,7793515,5435724,5435724,241461,241461,2805641,-341388,2464253,20766461,18302208,18250021,14997656,1216500,1030804,2854580,2627301,190000,107552,296800,246999,72990,33520,400000,400000,,3968524,27618951,27277563,1.898894,0,-0.121679,0.566063,0.832207,0.821788,1.0,0.258828,0.995283,11.722222,130895.50237,12187852,9,0,8
N28,新樂,113,114年7月31日,民國113年8月1日至114年7月31日,財團法人三之三生命教育基金會,111年2月1日至115年7月31日,200,197,25,18,11031538,5057016,11098495,7654036,9655985,9655985,318451,318451,2464253,985606,3449859,25238586,21788727,18637311,14347554,1144500,1273698,3173000,2751512,190000,163079,280000,231423,68670,28256,400000,385284,,4220261,29190029,30175635,2.181432,0,0.399961,0.858311,0.826511,0.76983,0.96321,0.155514,0.985,10.944444,148172.736041,15807858,9,0,11
N29,東湖,111,112年7月31日,民國111年8月30日至112年7月31日,社團法人新北市巧湖溫馨關懷發展協會,111年8月1日至115年7月31日(111年8月30日開園),242,229,28,21,9605986,5200465,10346111,7595432,1390000,1390000,,105517,,2645162,2645162,16295950,13650788,17819480,14214119,1215133,817728,2986985,3159212,197084,78326,310567,343390,72908,4910,366667,366667,,1390000,21514774,24164251,1.84714,0,,0.397424,1.105687,0.797673,1.0,0.316876,0.946281,10.904762,93950.978166,3369131,9,0,10
N29,東湖,112,民國113年7月31日,民國112年8月1日至113年7月31日 (112.8.1~113.7.31),社團法人新北市巧湖溫馨關懷發展協會,111年8月1日至115年7月31日（111年8月30日開園）,242,242,29,21,10544276,6264826,10826037,8450519,4590000,4590000,223357,223357,2645162,-269644,2375518,19579559,17204041,20947030,18104935,1325600,890704,3258530,3637314,215000,195922,338800,338089,79536,38606,400000,400000,,3200000,30422156,30152512,1.683092,0,-0.101939,0.911265,0.997901,0.86432,1.0,0.158826,1.0,11.52381,125711.38843,10429948,9,0,9
N29,東湖,113,民國114年7月31日,民國113年8月1日至114年7月31日 (113.8.1~114.7.31),社團法人新北市巧湖溫馨關懷發展協會,111年8月1日至115年7月31日（111年8月30日開園）,228,228,29,21,11908427,5272656,12022197,8316829,8180000,8180000,343928,343928,2375518,1329850,3705368,23878996,20173628,21395049,18850777,1222500,909053,3617220,3367480,190000,246901,319200,226551,73350,20651,400000,400000,,3590000,32630093,33959943,2.258525,0,0.559815,1.299479,0.709746,0.881081,1.0,0.192266,1.0,10.857143,143114.442982,13600327,9,0,12
N30,文中,111,112年7月31日,111.9.30~112.7.31,財團法人三之三生命教育基金會,111年8月1日至115年7月31日（111年9月30日開園）,106,74,13,10,2506789,2185603,2522559,3073247,,,43957,43957,,-550688,-550688,2672191,3222879,7412692,6055356,666166,219362,1331183,825802,119167,21079,123667,264795,39970,15878,199735,,,,7557889,7007201,1.146955,,,0.176886,2.141194,0.81689,0.0,-0.746977,0.698113,7.4,102133.635135,-1524736,8,0,10
N30,文中,112,113年7月31日,民國112年8月1日至113年7月31日,財團法人三之三生命教育基金會,111年8月1日至115年7月31日（111年9月30日開園）,106,106,13,10,5034982,2911905,5095402,4118022,594200,594200,97937,97937,-550688,1528068,977380,9344160,8366780,9582611,8377365,799400,366397,1597420,1351877,143000,55726,148400,168201,47964,15282,239682,239682,,594200,11769362,13297430,1.729102,0,2.774834,0.389692,1.13343,0.874226,1.0,0.329902,1.0,10.6,111031.716981,1931790,9,0,9
N30,文中,113,114年7月31日,民國113年8月1日至114年7月31日,財團法人三之三生命教育基金會,111年8月1日至115年7月31日（111年9月30日開園）,100,97,13,10,5077541,2495316,5089042,3698922,3298870,3298870,153149,153149,977380,412740,1390120,12185448,10795328,9784435,7736019,799400,356353,1747000,1730759,143000,119699,140000,153797,47964,31902,254640,254640,,2704670,14215626,14628366,2.034829,0,0.422292,0.837056,1.09855,0.790645,1.0,0.195358,0.97,9.7,146552.845361,5087732,9,0,10
N31,翠中,111,112/7/31,民國111年9月30日至112年7月31日,財團法人三之三生命教育基金會,111年8月1日至115年7月31日（111年9月30日開園）,90,63,10,7,1562882,1512479,1650924,2171921,,,22358,22358,,-517997,-517997,1748732,2266729,6135523,4620897,562250,263825,1130250,791429,98333,73325,105000,167411,33735,25685,169250,,,,6141997,5624000,1.033325,,,0.74568,1.59439,0.753138,0.0,-0.83734,0.7,9.0,97492.015873,-258366,8,0,4
N31,翠中,112,113年7月31日,民國112年8月1日至113年7月31日,財團法人三之三生命教育基金會,111年8月1日至115年7月31日（111年9月30日開園）,90,88,11,8,3798298,2407427,3846404,3485001,254018,254018,67026,67026,-517997,882400,364403,6113870,5749467,7931306,6812566,674700,451941,1356300,1464322,118000,52267,126000,181100,40482,21713,203100,203100,,254018,10993678,11876078,1.577742,0,1.703485,0.442941,1.437302,0.858946,1.0,0.162494,0.977778,11.0,124928.159091,3251429,9,0,7
N31,翠中,113,114年7月31日,113.8.1~114.7.31,財團法人三之三生命教育基金會,111年8月1日至115年7月31日（111年9月30日開園）,84,82,11,8,3928488,1945278,3937314,3173026,1970216,1970216,112711,112711,364403,402885,767288,7827218,7059930,8097865,7010982,674700,472428,1467480,1319717,118000,43007,117600,145126,40482,19445,214218,214218,,1716198,12998533,13401418,2.0195,0,1.105603,0.364466,1.234065,0.865782,1.0,0.24264,0.97619,10.25,158518.695122,5823028,9,0,10
N32,板橋員工子女,111,112年7月31日,111年8月1日至112年7月31日,財團法人台北基督教女青年會,111年8月1日至115年7月31日,166,164,20,14,9216943,5536306,9254606,7001318,1364404,1364404,,89760,,2163528,2163528,10797955,8634427,15881919,12821946,553400,363575,2235190,1995556,143000,139544,232400,232869,33204,9982,278859,278859,,1364404,18180192,20343720,1.664818,0,,0.975832,1.002018,0.80733,1.0,0.227403,0.987952,11.714286,110854.829268,3230077,9,0,6
N32,板橋員工子女,112,113年7月31日,112年8月1日至113年7月31日,財團法人台北基督教女青年會,111年8月1日至115年7月31日,166,163,20,14,8980409,5751260,9044675,6838505,3997374,3997374,181502,181502,2163528,42642,2206170,13503665,11297495,16154254,13743920,553400,368491,2235190,2153436,143000,128805,232400,232137,33204,4886,278859,278859,,2632970,21190644,21233286,1.561468,0,0.019709,0.900734,0.998868,0.850793,1.0,0.245527,0.981928,11.642857,130003.95092,5720331,9,0,7
N32,板橋員工子女,113,114年7月31日,民國113年8月1日至114年7月31日,財團法人台北基督教女青年會,111年8月1日至115年7月31日,136,136,21,15,9322004,5801928,9389269,7019625,6685030,6685030,278849,278849,2206170,163474,2369644,16798729,14429085,17403771,14911253,547400,317822,2375920,2138437,143000,124777,190400,247266,32844,11473,292332,292332,,2687656,22507874,22671348,1.606708,0,0.074099,0.872566,1.298666,0.856783,1.0,0.190336,1.0,9.066667,165499.073529,6054862,9,0,14
N33,淡海,112,113/7/31,民國112年9月28日至113年7月31日,財團法人三之三生命教育基金會,112年8月1日至116年7月31日（112年9月28日開園）,182,170,23,19,11564315,5772243,11643523,7835651,1422994,1422994,76431,76431,,3807872,3807872,14290330,10482458,13032340,11672852,908750,567779,2406192,1710073,158333,30760,212333,352261,54525,51860,331494,331494,,1422994,17681319,21518970,2.003435,0,,0.194274,1.659003,0.895684,1.0,0.160738,0.934066,8.947368,104007.758824,4386418,9,0,6
N33,淡海,113,114年7月31日,113.8.1~114.7.31,財團法人三之三生命教育基金會,112年8月1日至116年7月31日（112年9月28日開園）,152,143,23,17,8042105,4336527,8171610,6525785,5512642,5512642,170290,170290,3807872,-2162047,1645825,14871527,13225702,16837171,13994993,1006500,651446,2411480,1979761,190000,73807,212800,304052,60390,13488,341798,341798,,4089648,25090994,22928947,1.854504,0,-0.567784,0.388458,1.428816,0.831196,1.0,0.276662,0.940789,8.411765,175461.496503,10832596,9,0,9
N34,佳和,112,113年7月31日,民國112年9月28日至113年7月31日,康寧學校財團法人康寧大學,112年8月1日至116年7月31日（112年9月28日開園）,106,101,13,10,6761066,2986158,6847585,4284782,,2373000,,44053,,145750,145750,11453904,11308154,7502224,6472036,703666,497683,1543183,1056515,119167,70941,123667,109693,42220,21539,224685,224685,,2373000,11576645,11722395,2.264135,,,0.595307,0.887003,0.862682,1.0,0.292157,0.95283,10.1,114620.247525,3861343,9,0,7
N34,佳和,113,114年7月31日,民國113年8月1日至114年7月31日,康寧學校財團法人康寧大學,112年8月1日至116年7月31日（112年9月28日開園）,100,98,13,10,7555441,2690739,7576951,4670458,2373000,5133743,98149,98149,145750,,145750,13742444,13596694,9692796,8382581,844400,626879,1747000,1383684,143000,74590,140000,147473,50664,20071,259140,259140,,2760743,15622560,15622560,2.807943,2760743,,0.521608,1.053379,0.864826,1.0,0.2716,0.98,9.8,159413.877551,6502698,9,0,9
N35,桃子腳,113,114年7月31日,113.8.30~114.7.31,財團法人三之三生命教育基金會,113年8月1日至117年7月31日（113年8月30日開園）,200,182,25,19,10486066,5275598,10538459,7808372,1270727,1270727,103001,103001,,2830087,2830087,14039173,11209086,17561422,14384345,1006958,689747,2908583,2414704,174167,27419,256667,289239,60418,33570,366667,366667,,1270727,20749050,23579137,1.987654,0,,0.157429,1.126904,0.819088,1.0,0.304295,0.91,9.578947,114005.769231,3665784,9,0,9
N36,明德,113,114年7月31日,民國113年9月27日至114年7月31日,社團法人中華幼兒創造思考教育學會,113年8月1日至117年7月31日（113年9月27日開園）,88,88,13,10,4843317,2753078,5332436,3946993,,,45005,45005,,1385443,1385443,8770380,7384937,7666665,7273300,603085,614626,1281133,1064629,98333,76025,102667,217115,36185,26503,188422,69134,,,10793597,12179040,1.759237,,,0.773138,2.11475,0.948692,0.36691,-0.702948,1.0,8.8,122654.511364,2652288,9,0,9
N37,清水高中,113,114年7月31日,民國113年9月27日至114年7月31日,財團法人台北市中華基督教青年會,113年8月1日至117年7月31日（113年9月27日開園）,72,64,11,8,4461793,2133170,4550350,3117489,92221,92221,37932,37932,,1432861,1432861,6816722,5383861,6460352,5720932,562251,370742,1048200,683462,98333,82646,84000,168062,33735,24532,161045,161045,,92221,8552444,9985305,2.091626,0,,0.840471,2.000738,0.885545,1.0,0.039104,0.888889,8.0,133631.9375,2564804,9,0,6
N38,崁頂,113,114年7月31日,民國113年9月27日至114年7月31日,財團法人三之三生命教育基金會,113年8月1日至117年7月31日（113年9月27日開園）,224,200,30,23,11559837,6173858,11659348,9446127,1421287,1421287,101146,101146,,2213221,2213221,28517394,26304173,17773532,15226479,1041250,921994,2961467,1889649,158333,32161,261333,279548,62475,38830,333333,333333,,1421287,22276971,24490192,1.872385,0,,0.203123,1.0697,0.856694,1.0,0.287568,0.892857,8.695652,111384.855,5107342,9,0,4
