code,short_name,academic_year,pdf_page,page_kind,table_index,section,title,context_heading,n_columns,n_rows,n_valued_rows,aligned
N15,新月,110,15,note,3,property,,(三) 營運資產 1. 代管財產,4,1,1,True
N15,新月,110,15,note,4,property,,(三) 營運資產 2. 購置財產,4,1,1,True
N15,新月,110,15,note,5,property,,(三) 營運資產 2. 購置財產,4,1,1,True
N15,新月,110,15,note,6,unrouted,,(四) 收支明細表 1. 教保費收入,2,11,9,True
N15,新月,110,16,note,1,personnel_detail,,2. 人事費,4,12,12,True
N15,新月,110,16,note,2,personnel_detail,,2. 人事費,4,12,12,True
N15,新月,110,17,detail_schedule,1,operating_detail,,3. 業務費,4,15,15,True
N15,新月,110,17,detail_schedule,2,operating_detail,,3. 業務費,4,15,15,True
N15,新月,110,18,detail_schedule,1,material_detail,,4. 材料費,4,5,5,True
N15,新月,110,18,detail_schedule,2,material_detail,,4. 材料費,4,5,5,True
N15,新月,110,18,detail_schedule,3,maintenance_detail,,5. 維護費,4,4,4,True
N15,新月,110,19,note,1,unrouted,,,4,4,4,True
N15,新月,110,19,note,2,other_income_expense,,6. 其他收入及其他支出,3,4,4,True
N15,新月,110,19,note,3,other_income_expense,,6. 其他收入及其他支出,3,4,4,True
N15,新月,110,19,note,4,project_subsidy,,(1) 專案補助收入及支出,3,8,8,True
N15,新月,110,23,detail_schedule,1,income_by_function,收支餘絀表－功能別,附表一：收支餘絀表-功能別,1,17,15,True
N15,新月,110,23,detail_schedule,2,unrouted,,"補充說明：教保費收支淨額金額為2,511,899元，分析如下：",1,4,4,True
N15,新月,110,24,detail_schedule,1,budget_transfer,經費流用及勻支檢查表,附表二：經費流用及勻支檢查表,4,30,30,True
N15,新月,110,25,detail_schedule,1,multiyear_compare,各學年收支預決算比較表,附表三：各學年收支預決算比較表,16,27,27,True
N15,新月,110,26,detail_schedule,1,unrouted,,,16,35,35,True
N15,新月,111,8,equity_change,1,equity_change,淨值變動表,,3,7,7,True
N15,新月,111,9,cash_flow,1,cash_flow,現金流量表,,2,21,14,True
N15,新月,111,14,note,1,cash_detail,,(一) 現金及銀行存款,2,3,3,True
N15,新月,111,14,note,2,severance_reserve,1. 資遣費準備,(二) 各項基金及準備,2,3,3,True
N15,新月,111,14,note,3,severance_reserve,,1. 資遣費準備,2,1,1,True
N15,新月,111,14,note,4,development_reserve,2. 業務發展準備,(二) 各項基金及準備,2,3,3,True
N15,新月,111,15,note,1,development_reserve,,業務發展準備金,2,1,1,True
N15,新月,111,15,note,2,property,,1. 代管財產,4,1,1,True
N15,新月,111,15,note,3,property,,1. 代管財產,4,1,1,True
N15,新月,111,15,note,4,property,,2. 購置財產,4,1,1,True
N15,新月,111,15,note,5,property,,2. 購置財產,4,1,1,True
N15,新月,111,15,note,6,unrouted,,1. 教保費收入,2,10,8,True
N15,新月,111,16,detail_schedule,1,personnel_detail,,2. 人事費,4,12,12,True
N15,新月,111,16,detail_schedule,2,personnel_detail,,2. 人事費,4,12,12,True
N15,新月,111,17,detail_schedule,1,operating_detail,,3. 業務費,4,16,16,True
N15,新月,111,17,detail_schedule,2,operating_detail,,3. 業務費,4,15,15,True
N15,新月,111,18,detail_schedule,1,material_detail,,4. 材料費,4,5,5,True
N15,新月,111,18,detail_schedule,2,material_detail,,4. 材料費,4,5,5,True
N15,新月,111,18,detail_schedule,3,maintenance_detail,,5. 維護費,4,4,4,True
N15,新月,111,19,detail_schedule,1,unrouted,,,4,4,4,True
N15,新月,111,19,detail_schedule,2,other_income_expense,,6. 其他收入及其他支出,3,4,4,True
N15,新月,111,19,detail_schedule,3,other_income_expense,,6. 其他收入及其他支出,3,4,4,True
N15,新月,111,19,detail_schedule,4,project_subsidy,,(1) 專案補助收入及支出,3,13,13,True
N15,新月,111,23,detail_schedule,1,income_by_function,收支餘絀表-功能別,附表一：收支餘絀表-功能別,1,17,14,True
N15,新月,111,23,detail_schedule,2,income_by_function,,附表一：收支餘絀表-功能別,1,4,4,True
N15,新月,111,24,detail_schedule,1,budget_transfer,經費流用及勻支檢查表,附表二：經費流用及勻支檢查表,4,30,30,True
N15,新月,111,25,detail_schedule,1,multiyear_compare,各學年收支預決算比較表,附表三：各學年收支預決算比較表,4,34,34,True
N15,新月,111,26,detail_schedule,1,unrouted,,,4,27,26,True
N15,新月,112,8,equity_change,1,equity_change,淨值變動表,,3,7,7,True
N15,新月,112,9,cash_flow,1,cash_flow,現金流量表,,2,19,12,True
N15,新月,112,14,note,1,cash_detail,,(一) 現金及銀行存款,2,3,3,True
N15,新月,112,14,note,2,severance_reserve,,"(二) 各項基金及準備
1. 資遣費準備",2,3,3,True
N15,新月,112,14,note,3,severance_reserve,,"(二) 各項基金及準備
1. 資遣費準備",2,1,1,True
N15,新月,112,15,note,1,development_reserve,,2. 業務發展準備,2,3,3,True
N15,新月,112,15,note,2,development_reserve,,2. 業務發展準備,2,1,1,True
N15,新月,112,15,note,3,property,,1. 代管財產,4,1,1,True
N15,新月,112,15,note,4,property,,1. 代管財產,4,1,1,True
N15,新月,112,15,note,5,property,,2. 購置財產,4,1,1,True
N15,新月,112,15,note,6,property,,2. 購置財產,4,1,1,True
N15,新月,112,16,detail_schedule,1,unrouted,,(四) 收支明細表 1. 教保費收入,2,11,9,True
N15,新月,112,16,detail_schedule,2,personnel_detail,,(四) 收支明細表 2. 人事費,4,12,12,True
N15,新月,112,16,detail_schedule,3,personnel_detail,,(四) 收支明細表 2. 人事費,4,3,3,True
N15,新月,112,17,detail_schedule,1,unrouted,,,4,9,9,True
N15,新月,112,17,detail_schedule,2,operating_detail,,3. 業務費,4,16,16,True
N15,新月,112,18,detail_schedule,1,operating_detail,,3. 業務費,4,16,16,True
N15,新月,112,18,detail_schedule,2,material_detail,,4. 材料費,4,5,5,True
N15,新月,112,19,detail_schedule,1,material_detail,,材料費,4,5,5,True
N15,新月,112,19,detail_schedule,2,maintenance_detail,,5. 維護費,4,4,4,True
N15,新月,112,19,detail_schedule,3,maintenance_detail,,5. 維護費,4,4,4,True
N15,新月,112,20,note,1,unrouted,,6. 延長照顧服務收支,2,5,5,True
N15,新月,112,20,note,2,other_income_expense,,7. 其他收入及其他支出,3,4,4,True
N15,新月,112,20,note,3,other_income_expense,,7. 其他收入及其他支出,3,4,4,True
N15,新月,112,20,note,4,project_subsidy,,(1) 專案補助收入及支出,3,10,10,True
N15,新月,112,20,note,5,project_subsidy,,(1) 專案補助收入及支出,3,3,3,True
N15,新月,112,24,detail_schedule,1,income_by_function,收支餘絀表－功能別,附表一：收支餘絀表-功能別,1,17,14,True
N15,新月,112,24,detail_schedule,2,income_by_function,,附表一：收支餘絀表-功能別,1,4,4,True
N15,新月,112,25,detail_schedule,1,budget_transfer,經費流用及勻支檢查表,附表二：經費流用及勻支檢查表,4,30,30,True
N15,新月,112,26,detail_schedule,1,multiyear_compare,各學年收支預決算比較表,附表三：各學年收支預決算比較表,8,31,30,True
N15,新月,112,27,detail_schedule,1,unrouted,,,8,32,31,True
N15,新月,113,8,equity_change,1,equity_change,淨值變動表,,3,7,7,True
N15,新月,113,9,cash_flow,1,cash_flow,現金流量表,,2,20,13,True
N15,新月,113,14,note,1,cash_detail,,（一）現金及銀行存款,2,3,3,True
N15,新月,113,14,note,2,severance_reserve,,1. 資遣費準備,2,3,3,True
N15,新月,113,15,note,1,severance_reserve,,資遣費準備金,2,1,1,True
N15,新月,113,15,note,2,development_reserve,,2. 業務發展準備,2,3,3,True
N15,新月,113,15,note,3,development_reserve,,2. 業務發展準備,2,1,1,True
N15,新月,113,15,note,4,property,,1. 代管財產,4,1,1,True
N15,新月,113,15,note,5,property,,1. 代管財產,4,1,1,True
N15,新月,113,15,note,6,property,,2. 購置財產,4,1,1,True
N15,新月,113,15,note,7,property,,2. 購置財產,4,1,1,True
N15,新月,113,16,detail_schedule,1,unrouted,,(四) 收支明細表 1. 教保費收入,2,10,8,True
N15,新月,113,16,detail_schedule,2,personnel_detail,,(四) 收支明細表 2. 人事費,4,12,12,True
N15,新月,113,16,detail_schedule,3,personnel_detail,,(四) 收支明細表 2. 人事費,4,4,4,True
N15,新月,113,17,detail_schedule,1,personnel_detail,,2. 人事費,4,8,8,True
N15,新月,113,17,detail_schedule,2,operating_detail,,3. 業務費,4,16,16,True
N15,新月,113,18,detail_schedule,1,operating_detail,,業務費,4,16,16,True
N15,新月,113,18,detail_schedule,2,material_detail,,4. 材料費,4,5,5,True
N15,新月,113,19,detail_schedule,1,unrouted,,,4,5,5,True
N15,新月,113,19,detail_schedule,2,maintenance_detail,,5. 維護費及修繕購置費,4,5,4,True
N15,新月,113,19,detail_schedule,3,maintenance_detail,,5. 維護費及修繕購置費,4,1,1,True
N15,新月,113,19,detail_schedule,4,maintenance_detail,,5. 維護費及修繕購置費,4,5,4,True
N15,新月,113,19,detail_schedule,5,maintenance_detail,,5. 維護費及修繕購置費,4,1,1,True
N15,新月,113,20,note,1,unrouted,,6. 延長照顧服務收支,2,5,5,True
N15,新月,113,20,note,2,other_income_expense,,7. 其他收入及其他支出,3,4,4,True
N15,新月,113,20,note,3,other_income_expense,,7. 其他收入及其他支出,3,4,4,True
N15,新月,113,20,note,4,project_subsidy,,(1) 專案補助收入及支出,3,8,8,True
N15,新月,113,21,detail_schedule,1,unrouted,,,3,3,3,True
N15,新月,113,21,detail_schedule,2,unrouted,,,3,10,10,True
N15,新月,113,21,detail_schedule,3,agency_subsidy,,(2) 代收補助收入及支出,3,3,3,True
N15,新月,113,21,detail_schedule,4,agency_subsidy,,(2) 代收補助收入及支出,3,4,4,True
N15,新月,113,21,detail_schedule,5,agency_passthrough,,(3) 代收代付收入及支出,3,1,1,True
N15,新月,113,21,detail_schedule,6,agency_passthrough,,(3) 代收代付收入及支出,3,1,1,True
N15,新月,113,25,detail_schedule,1,income_by_function,收支餘絀表－功能別,附表一：收支餘絀表-功能別,1,17,14,True
N15,新月,113,25,detail_schedule,2,income_by_function,,附表一：收支餘絀表-功能別,1,4,4,True
N15,新月,113,26,detail_schedule,1,budget_transfer,經費流用及勻支檢查表,附表二：經費流用及勻支檢查表,4,30,30,True
N15,新月,113,27,detail_schedule,1,multiyear_compare,各學年收支預決算比較表,附表三：各學年收支預決算比較表,12,32,32,True
N15,新月,113,28,detail_schedule,1,unrouted,,,12,31,30,True
N16,中平,110,8,equity_change,1,equity_change,淨值變動表,,3,7,7,True
N16,中平,110,9,cash_flow,1,cash_flow,現金流量表,,2,21,14,True
N16,中平,110,14,note,1,cash_detail,,(一) 現金及銀行存款,2,3,3,True
N16,中平,110,14,note,2,severance_reserve,,1. 資遣費準備,2,3,3,True
N16,中平,110,14,note,3,severance_reserve,,1. 資遣費準備,2,1,1,True
N16,中平,110,14,note,4,development_reserve,,2. 業務發展準備,2,3,3,True
N16,中平,110,15,note,1,development_reserve,,業務發展準備金,2,1,1,True
N16,中平,110,15,note,2,property,,1. 代管財產,4,1,1,True
N16,中平,110,15,note,3,property,,1. 代管財產,4,1,1,True
N16,中平,110,15,note,4,property,,2. 購置財產,4,1,1,True
N16,中平,110,15,note,5,property,,2. 購置財產,4,1,1,True
N16,中平,110,15,note,6,unrouted,,1. 教保費收入,2,9,7,True
N16,中平,110,16,detail_schedule,1,personnel_detail,,2. 人事費,4,12,12,True
N16,中平,110,16,detail_schedule,2,personnel_detail,,2. 人事費,4,12,12,True
N16,中平,110,17,detail_schedule,1,operating_detail,,3. 業務費,4,16,16,True
N16,中平,110,17,detail_schedule,2,operating_detail,,3. 業務費,4,16,16,True
N16,中平,110,18,detail_schedule,1,material_detail,,4. 材料費,4,5,5,True
N16,中平,110,18,detail_schedule,2,material_detail,,4. 材料費,4,5,5,True
N16,中平,110,18,detail_schedule,3,maintenance_detail,,5. 維護費,4,4,4,True
N16,中平,110,18,detail_schedule,4,maintenance_detail,,5. 維護費,4,4,4,True
N16,中平,110,19,note,1,other_income_expense,,6. 其他收入及其他支出,3,4,4,True
N16,中平,110,19,note,2,other_income_expense,,6. 其他收入及其他支出,3,4,4,True
N16,中平,110,19,note,3,project_subsidy,,(1) 專案補助收入及支出,3,11,11,True
N16,中平,110,19,note,4,project_subsidy,,(1) 專案補助收入及支出,3,8,8,True
N16,中平,110,23,detail_schedule,1,income_by_function,收支餘絀表-功能別,附表一：收支餘絀表-功能別,1,17,15,True
N16,中平,110,23,detail_schedule,2,income_by_function,,附表一：收支餘絀表-功能別,1,4,4,True
N16,中平,110,24,detail_schedule,1,budget_transfer,經費流用及勻支檢查表,附表二：經費流用及勻支檢查表,5,30,30,True
N16,中平,110,25,detail_schedule,1,unrouted,各學年收支預算決算比較表,附表三：各學年收支預算決算比較表,16,27,27,True
N16,中平,110,26,detail_schedule,1,unrouted,,,16,36,36,True
N16,中平,111,8,equity_change,1,equity_change,淨值變動表,,3,7,7,True
N16,中平,111,9,cash_flow,1,cash_flow,現金流量表,,2,20,13,True
N16,中平,111,14,note,1,cash_detail,,(一) 現金及銀行存款,2,3,3,True
N16,中平,111,14,note,2,severance_reserve,,1. 資遣費準備,2,3,3,True
N16,中平,111,14,note,3,severance_reserve,,1. 資遣費準備,2,1,1,True
N16,中平,111,14,note,4,development_reserve,,2. 業務發展準備,2,3,3,True
N16,中平,111,15,note,1,unrouted,,,2,1,1,True
N16,中平,111,15,note,2,unrouted,,(三) 營運資產,4,2,1,True
N16,中平,111,15,note,3,unrouted,,(三) 營運資產,4,2,1,True
N16,中平,111,15,note,4,property,,2. 購置財產,4,2,1,True
N16,中平,111,15,note,5,property,,2. 購置財產,4,2,1,True
N16,中平,111,15,note,6,unrouted,,1. 教保費收入,2,8,6,True
N16,中平,111,16,detail_schedule,1,personnel_detail,,2. 人事費,4,12,12,True
N16,中平,111,16,detail_schedule,2,personnel_detail,,2. 人事費,4,12,12,True
N16,中平,111,17,detail_schedule,1,operating_detail,,3. 業務費,4,16,16,True
N16,中平,111,17,detail_schedule,2,operating_detail,,3. 業務費,4,16,16,True
N16,中平,111,18,detail_schedule,1,material_detail,,4. 材料費,4,5,5,True
N16,中平,111,18,detail_schedule,2,material_detail,,4. 材料費,4,5,5,True
N16,中平,111,18,detail_schedule,3,maintenance_detail,,5. 維護費,4,4,4,True
N16,中平,111,18,detail_schedule,4,maintenance_detail,,5. 維護費,4,4,4,True
N16,中平,111,19,note,1,other_income_expense,,6. 其他收入及其他支出,3,4,4,True
N16,中平,111,19,note,2,other_income_expense,,6. 其他收入及其他支出,3,4,4,True
N16,中平,111,19,note,3,project_subsidy,,(1) 專案補助收入及支出,3,11,11,True
N16,中平,111,20,detail_schedule,1,agency_subsidy,,(2) 代收補助收入及支出,3,11,11,True
N16,中平,111,20,detail_schedule,2,agency_subsidy,,(2) 代收補助收入及支出,3,4,4,True
N16,中平,111,20,detail_schedule,3,agency_subsidy,,(2) 代收補助收入及支出,3,3,3,True
N16,中平,111,20,detail_schedule,4,agency_passthrough,,(3) 代收代付收入及支出,3,3,3,True
N16,中平,111,20,detail_schedule,5,agency_passthrough,,(3) 代收代付收入及支出,3,3,3,True
N16,中平,111,23,detail_schedule,1,income_by_function,收支餘絀表-功能別,附表一：收支餘絀表-功能別,1,17,13,True
N16,中平,111,23,detail_schedule,2,income_by_function,,附表一：收支餘絀表-功能別,1,4,4,True
N16,中平,111,24,detail_schedule,1,budget_transfer,經費流用及勻支檢查表,附表二：經費流用及勻支檢查表,4,30,30,True
N16,中平,111,25,detail_schedule,1,multiyear_compare,各學年收支預決算比較表,附表三：各學年收支預決算比較表,4,34,34,True
N16,中平,111,26,detail_schedule,1,unrouted,,,4,26,25,True
N16,中平,112,8,equity_change,1,equity_change,淨值變動表,,3,7,7,True
N16,中平,112,9,cash_flow,1,cash_flow,現金流量表,,2,19,12,True
N16,中平,112,14,note,1,cash_detail,,(一) 現金及銀行存款,2,3,3,True
N16,中平,112,14,note,2,severance_reserve,,1. 資遣費準備,2,3,3,True
N16,中平,112,14,note,3,severance_reserve,,1. 資遣費準備,2,1,1,True
N16,中平,112,15,note,1,development_reserve,,2. 業務發展準備,2,3,3,True
N16,中平,112,15,note,2,development_reserve,,2. 業務發展準備,2,1,1,True
N16,中平,112,15,note,3,property,,1. 代管財產,4,1,1,True
N16,中平,112,15,note,4,property,,1. 代管財產,4,1,1,True
N16,中平,112,15,note,5,property,,2. 購置財產,4,1,1,True
N16,中平,112,15,note,6,property,,2. 購置財產,4,1,1,True
N16,中平,112,16,detail_schedule,1,unrouted,,(四) 收支明細表 1. 教保費收入,2,10,8,True
N16,中平,112,16,detail_schedule,2,personnel_detail,,(四) 收支明細表 2. 人事費,4,12,12,True
N16,中平,112,16,detail_schedule,3,personnel_detail,,(四) 收支明細表 2. 人事費,4,3,3,True
N16,中平,112,17,detail_schedule,1,unrouted,,,4,9,9,True
N16,中平,112,17,detail_schedule,2,operating_detail,,3. 業務費,4,16,16,True
N16,中平,112,18,detail_schedule,1,unrouted,,,4,16,16,True
N16,中平,112,18,detail_schedule,2,material_detail,材料費,4.　材料費,4,5,5,True
N16,中平,112,19,detail_schedule,1,unrouted,,,4,5,5,True
N16,中平,112,19,detail_schedule,2,maintenance_detail,,5.　維護費,4,4,4,True
N16,中平,112,19,detail_schedule,3,maintenance_detail,,5.　維護費,4,4,4,True
N16,中平,112,20,note,1,unrouted,,6. 延長照顧服務收支,2,5,4,True
N16,中平,112,20,note,2,other_income_expense,,7. 其他收入及其他支出,3,4,4,True
N16,中平,112,20,note,3,other_income_expense,,7. 其他收入及其他支出,3,4,4,True
N16,中平,112,20,note,4,project_subsidy,,(1) 專案補助收入及支出,3,9,9,True
N16,中平,112,20,note,5,project_subsidy,,(1) 專案補助收入及支出,3,4,4,True
N16,中平,112,24,detail_schedule,1,income_by_function,收支餘絀表-功能別,附表一：收支餘絀表-功能別,1,17,14,True
N16,中平,112,24,detail_schedule,2,unrouted,,補充說明：,1,4,4,True
N16,中平,112,25,detail_schedule,1,budget_transfer,經費流用及勻支檢查表,附表二：經費流用及勻支檢查表,4,30,30,True
N16,中平,112,26,detail_schedule,1,multiyear_compare,各學年收支預決算比較表,附表三：各學年收支預決算比較表,8,30,29,True
N16,中平,112,27,detail_schedule,1,unrouted,,,8,32,31,True
N16,中平,113,8,equity_change,1,equity_change,淨值變動表,,3,7,7,True
N16,中平,113,9,cash_flow,1,cash_flow,現金流量表,,2,19,12,True
N16,中平,113,14,note,1,cash_detail,,(一) 現金及銀行存款,2,3,3,True
N16,中平,113,14,note,2,severance_reserve,,1. 資遣費準備,2,3,3,True
N16,中平,113,15,note,1,severance_reserve,,依據非營利幼兒園實施辦法之規定，提撥資遣費準備金餘額如下：,2,1,1,True
N16,中平,113,15,note,2,development_reserve,,2. 業務發展準備,2,3,3,True
N16,中平,113,15,note,3,development_reserve,,2. 業務發展準備,2,1,1,True
N16,中平,113,15,note,4,property,,1. 代管財產,4,1,1,True
N16,中平,113,15,note,5,property,,1. 代管財產,4,1,1,True
N16,中平,113,15,note,6,property,,2. 購置財產,4,1,1,True
N16,中平,113,15,note,7,property,,2. 購置財產,4,1,1,True
N16,中平,113,16,detail_schedule,1,unrouted,,(四) 收支明細表 1. 教保費收入,2,10,8,True
N16,中平,113,16,detail_schedule,2,personnel_detail,,(四) 收支明細表 2. 人事費,4,12,12,True
N16,中平,113,16,detail_schedule,3,personnel_detail,,(四) 收支明細表 2. 人事費,4,3,3,True
N16,中平,113,17,detail_schedule,1,personnel_detail,,人事費明細表,4,9,9,True
N16,中平,113,17,detail_schedule,2,operating_detail,,3. 業務費,4,12,12,True
N16,中平,113,18,detail_schedule,1,operating_detail,,業務費（113.8.1~114.7.31）,4,4,4,True
N16,中平,113,18,detail_schedule,2,operating_detail,,業務費（112.8.1~113.7.31）,4,16,16,True
N16,中平,113,18,detail_schedule,3,material_detail,,4. 材料費,4,5,5,True
N16,中平,113,19,detail_schedule,1,material_detail,,材料費,4,5,5,True
N16,中平,113,19,detail_schedule,2,maintenance_detail,5. 維護費及修繕購置費,5. 維護費及修繕購置費,4,5,4,True
N16,中平,113,19,detail_schedule,3,maintenance_detail,,5. 維護費及修繕購置費,4,1,1,True
N16,中平,113,19,detail_schedule,4,maintenance_detail,,5. 維護費及修繕購置費,4,5,4,True
N16,中平,113,19,detail_schedule,5,maintenance_detail,,5. 維護費及修繕購置費,4,1,1,True
N16,中平,113,20,note,1,unrouted,,6. 延長照顧服務收支,2,5,4,True
N16,中平,113,20,note,2,other_income_expense,,7. 其他收入及其他支出,3,4,4,True
N16,中平,113,20,note,3,other_income_expense,,7. 其他收入及其他支出,3,4,4,True
N16,中平,113,20,note,4,project_subsidy,,(1) 專案補助收入及支出,3,4,4,True
N16,中平,113,21,note,1,unrouted,,,3,6,6,True
N16,中平,113,21,note,2,unrouted,,,3,9,9,True
N16,中平,113,21,note,3,agency_subsidy,,(2) 代收補助收入及支出,3,1,1,True
N16,中平,113,21,note,4,agency_subsidy,,(2) 代收補助收入及支出,3,3,3,True
N16,中平,113,21,note,5,agency_passthrough,,(3) 代收代付收入及支出,3,1,1,True
N16,中平,113,21,note,6,agency_passthrough,,(3) 代收代付收入及支出,3,1,1,True
N16,中平,113,24,detail_schedule,1,income_by_function,收支餘絀表-功能別,附表一：收支餘絀表-功能別,1,17,13,True
N16,中平,113,24,detail_schedule,2,income_by_function,,附表一：收支餘絀表-功能別,2,4,4,True
N16,中平,113,25,detail_schedule,1,budget_transfer,經費流用及勻支檢查表,附表二：經費流用及勻支檢查表,4,30,30,True
N16,中平,113,26,detail_schedule,1,multiyear_compare,各學年收支預決算比較表,附表三：各學年收支預決算比較表,12,31,30,True
N16,中平,113,27,detail_schedule,1,unrouted,,,12,31,30,True
N17,中正,110,8,equity_change,1,equity_change,淨值變動表,,3,7,7,True
N17,中正,110,9,cash_flow,1,cash_flow,現金流量表,,2,21,14,True
N17,中正,110,14,note,1,cash_detail,,(一) 現金及銀行存款,2,4,4,True
N17,中正,110,14,note,2,severance_reserve,,1. 資遣費準備,2,3,3,True
N17,中正,110,14,note,3,severance_reserve,,1. 資遣費準備,2,1,1,True
N17,中正,110,14,note,4,development_reserve,,2. 業務發展準備,2,3,3,True
N17,中正,110,15,note,1,development_reserve,,業務發展準備金,2,1,1,True
N17,中正,110,15,note,2,property,,(三) 營運資產 1. 代管財產,4,1,1,True
N17,中正,110,15,note,3,property,,(三) 營運資產 1. 代管財產,4,1,1,True
N17,中正,110,15,note,4,property,,(三) 營運資產 2. 購置財產,4,1,1,True
N17,中正,110,15,note,5,property,,(三) 營運資產 2. 購置財產,4,1,1,True
N17,中正,110,15,note,6,unrouted,,(四) 收支明細表 1. 教保費收入,2,9,7,True
N17,中正,110,16,detail_schedule,1,personnel_detail,,2. 人事費,4,11,11,True
N17,中正,110,16,detail_schedule,2,personnel_detail,,2. 人事費,4,11,11,True
N17,中正,110,17,detail_schedule,1,operating_detail,,3. 業務費,4,16,16,True
N17,中正,110,17,detail_schedule,2,operating_detail,,3. 業務費,4,16,16,True
N17,中正,110,18,detail_schedule,1,material_detail,,4. 材料費,4,5,5,True
N17,中正,110,18,detail_schedule,2,material_detail,,4. 材料費,4,5,5,True
N17,中正,110,19,detail_schedule,1,maintenance_detail,,5. 維護費,4,4,4,True
N17,中正,110,19,detail_schedule,2,maintenance_detail,,5. 維護費,4,4,4,True
N17,中正,110,19,detail_schedule,3,other_income_expense,,6. 其他收入及其他支出,3,4,4,True
N17,中正,110,19,detail_schedule,4,other_income_expense,,6. 其他收入及其他支出,3,4,4,True
N17,中正,110,20,detail_schedule,1,project_subsidy,,(1) 專案補助收入及支出,3,9,9,True
N17,中正,110,20,detail_schedule,2,project_subsidy,,(1) 專案補助收入及支出,3,5,5,True
N17,中正,110,20,detail_schedule,3,agency_subsidy,,(2) 代收補助收入及支出,3,3,3,True
N17,中正,110,20,detail_schedule,4,agency_subsidy,,(2) 代收補助收入及支出,3,4,4,True
N17,中正,110,20,detail_schedule,5,agency_passthrough,,(3) 代收代付收入及支出,3,3,3,True
N17,中正,110,23,detail_schedule,1,income_by_function,收支餘絀表-功能別,附表一：收支餘絀表-功能別,1,17,15,True
N17,中正,110,23,detail_schedule,2,income_by_function,,附表一：收支餘絀表-功能別,1,4,4,True
N17,中正,110,24,detail_schedule,1,budget_transfer,經費流用及勻支檢查表,附表二：經費流用及勻支檢查表,4,31,31,True
N17,中正,110,25,detail_schedule,1,multiyear_compare,各學年收支預決算比較表,附表三：各學年收支預決算比較表,16,28,27,True
N17,中正,110,26,detail_schedule,1,unrouted,,,16,35,35,True
N17,中正,111,8,equity_change,1,equity_change,淨值變動表,,3,7,7,True
N17,中正,111,9,cash_flow,1,cash_flow,現金流量表,,2,21,14,True
N17,中正,111,14,note,1,cash_detail,,(一) 現金及銀行存款,2,3,3,True
N17,中正,111,14,note,2,severance_reserve,,1. 資遣費準備,2,3,3,True
N17,中正,111,14,note,3,severance_reserve,,1. 資遣費準備,2,1,1,True
N17,中正,111,14,note,4,development_reserve,,2. 業務發展準備,2,3,3,True
N17,中正,111,15,note,1,development_reserve,,業務發展準備金,2,1,1,True
N17,中正,111,15,note,2,unrouted,,(三) 營運資產,4,1,1,True
N17,中正,111,15,note,3,unrouted,,(三) 營運資產,4,1,1,True
N17,中正,111,15,note,4,property,,2. 購置財產,4,1,1,True
N17,中正,111,15,note,5,property,,2. 購置財產,4,1,1,True
N17,中正,111,15,note,6,unrouted,,(四) 收支明細表,2,10,8,True
N17,中正,111,16,detail_schedule,1,personnel_detail,,2. 人事費,4,12,12,True
N17,中正,111,16,detail_schedule,2,personnel_detail,,2. 人事費,4,11,11,True
N17,中正,111,17,detail_schedule,1,operating_detail,,3. 業務費,4,16,16,True
N17,中正,111,17,detail_schedule,2,operating_detail,,3. 業務費,4,16,16,True
N17,中正,111,18,detail_schedule,1,material_detail,,4. 材料費,4,5,5,True
N17,中正,111,18,detail_schedule,2,material_detail,,4. 材料費,4,5,5,True
N17,中正,111,19,detail_schedule,1,maintenance_detail,,5. 維護費,4,4,4,True
N17,中正,111,19,detail_schedule,2,maintenance_detail,,5. 維護費,4,4,4,True
N17,中正,111,19,detail_schedule,3,other_income_expense,,6. 其他收入及其他支出,3,4,4,True
N17,中正,111,19,detail_schedule,4,other_income_expense,,6. 其他收入及其他支出,3,4,4,True
N17,中正,111,20,note,1,project_subsidy,,(1) 專案補助收入及支出,3,8,8,True
N17,中正,111,20,note,2,project_subsidy,,(1) 專案補助收入及支出,3,9,9,True
N17,中正,111,20,note,3,agency_subsidy,,(2) 代收補助收入及支出,3,4,4,True
N17,中正,111,20,note,4,agency_subsidy,,(2) 代收補助收入及支出,3,3,3,True
N17,中正,111,20,note,5,agency_passthrough,,(3) 代收代付收入及支出,3,1,1,True
N17,中正,111,23,detail_schedule,1,income_by_function,收支餘絀表-功能別,附表一：收支餘絀表-功能別,1,17,15,True
N17,中正,111,23,detail_schedule,2,unrouted,,"補充說明：教保費收支淨額金額為1,605,341元，分析如下：",1,4,4,True
N17,中正,111,24,detail_schedule,1,budget_transfer,經費流用及勻支檢查表,附表二：經費流用及勻支檢查表,4,30,30,True
N17,中正,111,25,detail_schedule,1,multiyear_compare,各學年收支預決算比較表,附表三：各學年收支預決算比較表,4,34,34,True
N17,中正,111,26,detail_schedule,1,unrouted,,,4,28,27,True
N17,中正,112,8,equity_change,1,equity_change,淨值變動表,,3,7,7,True
N17,中正,112,9,cash_flow,1,cash_flow,現金流量表,,2,19,12,True
N17,中正,112,14,note,1,cash_detail,,(一) 現金及銀行存款,2,3,3,True
N17,中正,112,14,note,2,severance_reserve,,1. 資遣費準備,2,4,4,True
N17,中正,112,14,note,3,severance_reserve,,1. 資遣費準備,2,1,1,True
N17,中正,112,15,note,1,development_reserve,,2. 業務發展準備,2,3,3,True
N17,中正,112,15,note,2,development_reserve,,2. 業務發展準備,2,1,1,True
